 Query_sequence	HMM_Name	Significance_Evalue	Score
0000493877	K11060_3	1.4e-23	82.4
0000493867	K11060_3	3.4e-16	58.0
0000493701	K11060_3	1.1e-14	53.0
0000494015	K11060_3	5.2e-13	47.5
0000497168	K11060_3	6.3e-13	47.2
0000492431	K11060_3	2.7e-12	45.2
0000496140	K11060_3	4.9e-11	41.0
0000493877	K11062_2	1.2e-12	46.2
0000493867	K11062_2	2e-12	45.4
0000493921	K11063_6	2.1e-31	107.0
0000494838	K11063_6	2.5e-25	86.8
0000494827	K11063_6	3e-22	76.6
0000494822	K11063_6	1.2e-14	51.4
0000496886	K11063_6	4.9e-14	49.4
0000494192	K11063_6	5.7e-13	45.8
0000493920	K11068_1278_95_625	2.3e-67	225.7
0000491308	K11068_1278_95_625	1.7e-66	222.8
0000499368	K11068_1278_95_625	6.4e-62	207.9
0000497395	K11068_1278_95_625	4.6e-56	188.7
0000494475	K11068_1278_95_625	6.8e-32	109.7
0000498337	K11068_1278_95_625	3.3e-30	104.2
0000490072	K12340_892	3.3e-54	183.4
0000495231	K12340_892	7.7e-43	146.0
0000491110	K12340_892	3.8e-40	137.1
0000497994	K12340_892	1e-29	102.7
0000493483	K12340_892	2.3e-21	75.2
0000490950	K15125_378	4.7e-112	374.7
0000496816	K15125_378	1.9e-44	150.7
0000493163	PF00246.19	3.3e-15	55.8
0000493187	PF00267.16	3.8e-146	486.0
0000493280	PF00267.16	7.2e-139	462.1
0000493314	PF00353.14	6.4e-23	78.3
0000490482	PF00652.17	5.6e-22	77.5
0000499887	PF00675.15	2.4e-34	117.6
0000493580	PF00675.15	3.7e-33	113.8
0000491996	PF00675.15	1.3e-16	60.1
0000498888	PF00717.18	3e-20	71.0
0000494446	PF00717.18	7.3e-17	60.2
0000497819	PF00717.18	1e-16	59.7
0000493962	PF00717.18	7.2e-16	57.0
0000494195	PF00717.18	7.1e-15	53.8
0000499500	PF00717.18	8.3e-15	53.6
0000498935	PF00717.18	2.6e-14	52.0
0000499501	PF00717.18	4e-13	48.2
0000493203	PF00717.18	5e-13	47.9
0000492607	PF00717.18	1.7e-12	46.2
0000496515	PF00717.18	1.9e-12	46.0
0000493887	PF00717.18	2.5e-12	45.7
0000490232	PF00717.18	7.8e-12	44.1
0000495710	PF00717.18	7.8e-12	44.1
0000495235	PF00873.14	4.1e-298	990.6
0000495489	PF00873.14	5.3e-248	824.7
0000490480	PF00873.14	3.8e-216	719.2
0000497660	PF00873.14	1.6e-176	588.1
0000496820	PF00873.14	7.1e-97	324.4
0000497997	PF00873.14	1.1e-41	141.7
0000491746	PF00873.14	1.3e-41	141.5
0000496741	PF00873.14	3.2e-32	110.4
0000495490	PF00873.14	1.7e-12	45.1
0000494655	PF00881.19	5.9e-35	119.9
0000491888	PF00881.19	2.8e-33	114.5
0000491774	PF00881.19	7.3e-31	106.6
0000499571	PF00881.19	1.1e-29	102.7
0000491586	PF00881.19	1.7e-29	102.1
0000492764	PF00881.19	2.3e-28	98.5
0000490704	PF00881.19	6.6e-28	97.0
0000498874	PF00881.19	3.1e-26	91.6
0000490543	PF00881.19	7.2e-26	90.4
0000490857	PF00881.19	1.7e-18	66.4
0000492356	PF00882.13	6.1e-11	41.6
0000490575	PF00882.13	9.8e-11	41.0
0000493438	PF00903.20	3.3e-25	87.9
0000496030	PF00903.20	4.5e-13	48.7
0000496625	PF01325.14	4.2e-16	58.0
0000490856	PF01325.14	1.8e-12	46.4
0000492338	PF01325.14	4e-11	42.1
0000497291	PF01325.14	6.4e-11	41.4
0000499233	PF01325.14	1.3e-10	40.5
0000493921	PF01473.15	2e-49	162.5
0000496886	PF01473.15	1.8e-21	74.5
0000494536	PF01473.15	1.5e-17	62.0
0000494827	PF01473.15	7.2e-17	59.9
0000494822	PF01473.15	2.8e-14	51.8
0000494192	PF01473.15	2.9e-14	51.7
0000497612	PF01636.18	4.2e-17	62.1
0000493838	PF01636.18	1.9e-15	56.7
0000496386	PF01636.18	2.4e-14	53.0
0000496831	PF01636.18	5.2e-14	51.9
0000495052	PF01636.18	2.1e-13	49.9
0000492811	PF01636.18	2.4e-11	43.2
0000499351	PF01636.18	2.7e-11	43.1
0000498225	PF01909.18	1.5e-11	43.9
0000492287	PF02452.12	1.2e-32	111.8
0000494078	PF02452.12	2.6e-32	110.7
0000494998	PF02452.12	7.4e-31	106.0
0000495613	PF02452.12	8.7e-30	102.6
0000492492	PF02452.12	1.5e-24	85.7
0000490581	PF02452.12	1.4e-22	79.3
0000496625	PF02742.10	2.3e-30	103.5
0000492970	PF02742.10	4.8e-15	54.4
0000497291	PF02742.10	6.5e-15	54.0
0000492338	PF02742.10	4.8e-14	51.2
0000499233	PF02742.10	1.9e-13	49.3
0000497165	PF02742.10	1.9e-13	49.3
0000494532	PF02742.10	3.5e-13	48.4
0000490856	PF02742.10	2.2e-12	45.9
0000495135	PF03837.9	2.2e-12	46.1
0000498004	PF04221.7	6.1e-32	108.6
0000496045	PF04221.7	4e-13	48.3
0000498264	PF04221.7	3.9e-11	42.0
0000497623	PF04488.10	3.1e-17	62.2
0000491001	PF04488.10	1.7e-16	59.9
0000498765	PF04734.8	2e-17	61.7
0000498195	PF05016.9	4.5e-11	42.4
0000496535	PF05105.7	2.4e-23	81.5
0000493939	PF05105.7	1.9e-21	75.3
0000493580	PF05193.16	1.5e-31	108.9
0000491996	PF05193.16	1.9e-25	89.0
0000494053	PF05193.16	1.5e-23	82.8
0000490950	PF05594.9	9.3e-18	63.7
0000490950	PF05860.8	6.1e-31	106.1
0000497934	PF07591.6	3.6e-27	94.2
0000497931	PF07591.6	2.2e-14	52.9
0000490019	PF07883.6	1.6e-14	52.5
0000497815	PF07883.6	3.8e-14	51.3
0000499289	PF07883.6	2.5e-13	48.7
0000490839	PF07883.6	2.5e-12	45.5
0000496146	PF07883.6	1.8e-11	42.8
0000496303	PF07883.6	2.6e-11	42.3
0000494764	PF07883.6	4.5e-11	41.5
0000495221	PF07883.6	1e-10	40.3
0000492778	PF07927.7	1.5e-18	65.8
0000494053	PF08367.6	3.5e-46	156.5
0000497452	PF13091.1	1.9e-34	117.6
0000492360	PF13091.1	1.6e-32	111.3
0000493088	PF13091.1	3e-32	110.4
0000496556	PF13091.1	3.3e-30	103.8
0000497213	PF13091.1	4.5e-29	100.1
0000492470	PF13091.1	3.2e-25	87.7
0000492929	PF13091.1	7.6e-20	70.3
0000492837	PF13091.1	7.2e-19	67.2
0000494391	PF13091.1	1.8e-18	65.9
0000492920	PF13091.1	1.4e-14	53.3
0000492531	PF13091.1	2.9e-12	45.8
0000499020	PF13091.1	1.2e-10	40.6
0000499635	PF13091.1	1.4e-10	40.4
0000492093	PF13944.1	7.9e-30	102.9
0000499254	PF13950.1	4.7e-34	115.5
0000496035	PF13950.1	2.1e-18	65.4
0000495385	PF13950.1	3.8e-18	64.6
0000490112	PF13950.1	1.6e-17	62.6
0000495480	PF13950.1	2.5e-15	55.5
0000498115	PF13950.1	2.2e-13	49.3
0000492196	PF13953.1	4.5e-22	76.9
0000493322	PF13954.1	2.3e-27	94.7
0000493468	PF13954.1	5.2e-13	48.2
0000497891	PF13958.1	4.1e-20	71.4
0000494295	PF13964.1	2.1e-32	109.3
0000492848	PF13985.1	1.2e-53	179.6
0000493344	PF13999.1	5.8e-38	127.7
0000493358	PF14001.1	1.7e-34	117.3
0000494315	PF14052.1	1.4e-103	346.6
0000494110	PF14057.1	9.7e-191	632.0
0000499964	PF14057.1	1.7e-190	631.2
0000497328	PF14058.1	8.6e-56	187.4
0000495144	PF15534.1	1.4e-17	63.3
0000498005	TIGR00053	2.3e-35	120.2
0000493997	TIGR02116	2.6e-23	81.1
0000498005	TIGR02385	9.6e-26	89.2
0000499191	TIGR03396	1.6e-277	921.5
0000493939	TIGR01593	1.1e-21	76.2
0000496535	TIGR01593	5.6e-11	41.6
0000296780	K01186_172	3e-91	305.4
0000298257	K01186_172	3.2e-91	305.4
0000293867	K01186_172	3.4e-29	101.2
0000290574	K01186_172	1.4e-26	92.6
0000292359	K01197_243	1.8e-139	464.5
0000295538	K01197_243	4.7e-11	41.0
0000299793	K03699_483	3.2e-145	483.1
0000295333	K03699_483	3.9e-102	341.1
0000299054	K03699_483	1.7e-100	335.7
0000293942	K03699_483	1.9e-87	292.7
0000295031	K06972_355	9.7e-287	952.9
0000293955	K06972_355	1.8e-29	101.3
0000298413	K06972_355	2.8e-19	67.6
0000298859	K06972_355	5.9e-17	59.9
0000296199	K06972_355	1.4e-14	52.1
0000292513	K10815_8	7.2e-19	66.6
0000298505	K10815_8	1.5e-13	49.0
0000296458	K10816_8	1.1e-23	82.6
0000298504	K10816_8	2.6e-21	74.8
0000292512	K10816_8	1.3e-19	69.2
0000296235	K10954_66	2.1e-67	227.6
0000292612	K11005_20	1.7e-47	161.3
0000290342	K11021_124	1e-11	42.9
0000292612	K11029_8	3.6e-27	93.4
0000296068	K11060_3	6.5e-27	93.4
0000290727	K11060_3	6.8e-24	83.4
0000298010	K11060_3	9.8e-23	79.6
0000292340	K11060_3	3.4e-20	71.2
0000290163	K11060_3	3.4e-18	64.6
0000294360	K11060_3	2.3e-12	45.4
0000294859	K11060_3	1.2e-11	43.0
0000291891	K11060_3	1.2e-11	43.0
0000294387	K11060_3	5.7e-11	40.8
0000296068	K11062_2	1.1e-24	85.9
0000290356	K11062_2	3.5e-21	74.3
0000291725	K11062_2	7.1e-14	50.2
0000290727	K11062_2	6.5e-13	47.0
0000297165	K11062_2	1.4e-12	45.9
0000290980	K11063_6	1.4e-29	101.0
0000290979	K11063_6	1.7e-15	54.2
0000297528	K11063_6	5.5e-14	49.2
0000299554	K11063_6	1e-12	45.0
0000296110	K11063_6	3.8e-12	43.1
0000295181	K11063_6	1.1e-11	41.6
0000292598	K11068_1278_95_625	4.3e-68	228.1
0000294704	K11068_1278_95_625	3.7e-66	221.7
0000293698	K12340_892	2.1e-91	306.0
0000295585	K12340_892	4e-91	305.0
0000295353	K12340_892	1.4e-57	194.5
0000291633	K12340_892	1.5e-55	187.8
0000291678	K12340_892	5.7e-54	182.6
0000298180	K12340_892	2.4e-43	147.6
0000291054	K12340_892	1.5e-42	145.0
0000292717	K12340_892	2.9e-42	144.0
0000292934	K12340_892	2.9e-39	134.2
0000299422	K12340_892	4.7e-31	107.1
0000291577	K12679_6	2.7e-94	316.0
0000299500	K00457_848_95_564	2.1e-12	46.1
0000299452	PF00246.19	1.5e-15	56.9
0000292612	PF00353.14	1.2e-22	77.5
0000296199	PF00675.15	4.3e-37	126.6
0000298413	PF00675.15	7e-19	67.5
0000293955	PF00675.15	1.7e-16	59.7
0000298859	PF00675.15	1.8e-12	46.7
0000297325	PF00717.18	6e-18	63.7
0000290529	PF00717.18	3.5e-17	61.2
0000296005	PF00717.18	1.9e-16	58.9
0000293782	PF00717.18	1.7e-15	55.8
0000294698	PF00717.18	1.9e-15	55.6
0000299427	PF00717.18	1.3e-13	49.8
0000296400	PF00717.18	3.2e-12	45.3
0000291622	PF00873.14	2.4e-267	888.7
0000297367	PF00873.14	2.6e-205	683.4
0000292936	PF00873.14	6.2e-198	659.0
0000299423	PF00873.14	1.4e-175	584.9
0000291634	PF00873.14	3.1e-167	557.3
0000295352	PF00873.14	1.5e-155	518.7
0000291677	PF00873.14	8.5e-152	506.2
0000298703	PF00873.14	8.9e-110	367.1
0000299421	PF00873.14	8e-100	334.2
0000297779	PF00873.14	3.8e-30	103.5
0000293307	PF00881.19	6.5e-34	116.5
0000295549	PF00881.19	8.6e-34	116.1
0000291191	PF00881.19	6.1e-33	113.4
0000297730	PF00881.19	1.2e-30	105.9
0000297542	PF00881.19	1.2e-29	102.7
0000290819	PF00881.19	3.5e-28	97.9
0000296525	PF00881.19	2.1e-26	92.1
0000293969	PF00881.19	2.9e-25	88.4
0000297397	PF00881.19	3e-18	65.6
0000295952	PF00881.19	2.5e-16	59.3
0000298359	PF00881.19	3.8e-16	58.7
0000291691	PF00881.19	1.6e-11	43.7
0000299814	PF00882.13	5.3e-12	45.1
0000294864	PF00903.20	4.8e-25	87.4
0000290291	PF00903.20	4.6e-20	71.3
0000294783	PF00903.20	9.2e-19	67.1
0000299500	PF00903.20	7.8e-16	57.6
0000293967	PF00903.20	1.4e-12	47.1
0000292961	PF01325.14	3.7e-13	48.6
0000291271	PF01325.14	3.9e-12	45.3
0000290795	PF01325.14	4.3e-11	42.0
0000293913	PF01325.14	7.4e-11	41.2
0000290980	PF01473.15	5e-43	142.4
0000299554	PF01473.15	6.3e-22	75.9
0000290979	PF01473.15	4e-19	67.0
0000296110	PF01473.15	2.2e-15	55.2
0000295181	PF01473.15	8.2e-12	44.0
0000298759	PF01636.18	1e-23	83.7
0000297681	PF01636.18	7.2e-21	74.4
0000298166	PF01636.18	1.3e-18	67.0
0000295328	PF01636.18	3.1e-18	65.8
0000298549	PF01636.18	2.6e-15	56.2
0000291173	PF01636.18	4.5e-14	52.2
0000290315	PF01636.18	1.8e-12	46.9
0000291197	PF01636.18	3.2e-11	42.8
0000291330	PF01909.18	6.3e-15	54.7
0000294484	PF01909.18	8.4e-13	47.9
0000299880	PF01909.18	1.9e-12	46.7
0000297581	PF01909.18	3.6e-12	45.8
0000298218	PF01909.18	8.3e-12	44.7
0000298416	PF02265.11	1.1e-35	122.9
0000297029	PF02395.11	1.1e-83	281.1
0000297028	PF02395.11	6.2e-56	189.4
0000293226	PF02452.12	3.9e-19	68.3
0000293223	PF02452.12	1.8e-15	56.5
0000296158	PF02742.10	7.7e-15	53.8
0000291271	PF02742.10	1.8e-13	49.3
0000292961	PF02742.10	5.8e-13	47.7
0000292298	PF03372.18	1.6e-26	93.2
0000293039	PF03372.18	1.3e-25	90.1
0000290805	PF03372.18	2e-25	89.6
0000296465	PF03372.18	2.4e-23	82.7
0000295397	PF03372.18	3.7e-21	75.6
0000297197	PF03372.18	2.8e-16	59.6
0000298242	PF03372.18	5.3e-14	52.1
0000295529	PF04221.7	4.5e-17	61.0
0000291195	PF04221.7	6.4e-15	54.1
0000295026	PF04221.7	4.8e-14	51.3
0000299688	PF04221.7	1.8e-11	43.0
0000290357	PF05105.7	1.2e-29	101.7
0000294386	PF05105.7	2.2e-22	78.3
0000296199	PF05193.16	4.1e-35	120.5
0000293955	PF05193.16	8.1e-34	116.3
0000298413	PF05193.16	9.6e-33	112.8
0000298412	PF05193.16	8.3e-25	86.9
0000295031	PF05193.16	1.4e-17	63.3
0000298859	PF05193.16	3.9e-15	55.4
0000291138	PF06414.7	9.8e-52	174.4
0000298174	PF06414.7	1.4e-20	72.7
0000296628	PF07883.6	7.6e-16	56.8
0000295441	PF07883.6	1.2e-15	56.2
0000298435	PF07883.6	1.6e-15	55.7
0000292455	PF07883.6	4.3e-15	54.4
0000297064	PF07883.6	6.8e-15	53.7
0000291855	PF07883.6	4.1e-14	51.2
0000294848	PF07883.6	5.1e-14	50.9
0000294881	PF07883.6	6.3e-14	50.6
0000297299	PF07883.6	4.4e-13	47.9
0000294402	PF07883.6	1.1e-12	46.7
0000297176	PF07883.6	2.3e-12	45.6
0000298620	PF07883.6	2.4e-11	42.4
0000292619	PF07883.6	6.3e-11	41.0
0000291281	PF07883.6	6.8e-11	40.9
0000295074	PF07883.6	8.1e-11	40.7
0000295571	PF07927.7	1.9e-15	55.9
0000295031	PF08367.6	1.9e-51	173.7
0000297249	PF08845.5	4.9e-17	60.9
0000294698	PF10502.4	3e-12	45.7
0000290529	PF10502.4	2.4e-11	42.7
0000294777	PF13091.1	2.1e-35	120.6
0000298060	PF13091.1	1e-34	118.4
0000292019	PF13091.1	5.8e-31	106.3
0000296081	PF13091.1	7.7e-28	96.2
0000299970	PF13091.1	5.8e-27	93.3
0000290710	PF13091.1	7.9e-27	92.9
0000294137	PF13091.1	1.1e-26	92.5
0000298904	PF13091.1	2.9e-16	58.7
0000292643	PF13091.1	1.7e-12	46.6
0000296008	PF13517.1	1.4e-12	47.2
0000292987	PF13935.1	1.1e-23	83.5
0000296861	PF13941.1	3.6e-172	572.2
0000290697	PF13950.1	1.1e-32	111.2
0000290316	PF13950.1	2.1e-32	110.3
0000292537	PF13950.1	1.7e-31	107.3
0000299746	PF13953.1	1.9e-22	78.0
0000291580	PF13953.1	1.2e-11	43.4
0000296231	PF13954.1	1e-42	144.6
0000291580	PF13954.1	9.4e-25	86.3
0000291525	PF13954.1	1.2e-22	79.5
0000294368	PF13958.1	1.1e-51	174.1
0000298760	PF14002.1	3.9e-77	256.8
0000299429	PF14055.1	2e-19	68.4
0000299432	PF14055.1	5.2e-19	67.1
0000299866	PF15542.1	3.3e-27	94.5
0000297029	3.4.21.72_3	2.6e-21	73.9
0000290357	TIGR01593	1.3e-25	88.9
0000294386	TIGR01593	3.7e-13	48.6
0000430291	K01197_243	8e-172	571.2
0000438390	K03699_483	1.5e-123	411.7
0000433821	K03699_483	1.6e-118	395.2
0000437916	K03699_483	1.4e-116	388.7
0000438162	K03699_483	3.7e-107	357.7
0000437523	K03699_483	7.1e-89	297.4
0000438566	K06972_355	4.7e-304	1010.2
0000437545	K06972_355	2.5e-294	978.0
0000435015	K06972_355	1.5e-282	939.0
0000433378	K10815_8	7.6e-21	73.1
0000437744	K10815_8	8.3e-12	43.3
0000433379	K10816_8	1.6e-20	72.3
0000438275	K10816_8	3.4e-13	48.1
0000437745	K10816_8	4.5e-12	44.4
0000435422	K11005_20	2.3e-54	184.1
0000436823	K11016_57	1.9e-42	144.2
0000436822	K11017_55	2.7e-61	207.1
0000438532	K11022_5	3.2e-15	55.5
0000435422	K11029_8	4.1e-26	89.9
0000438627	K11041_146	2e-96	321.8
0000439264	K11059_3	2.8e-14	51.4
0000439264	K11060_3	1.7e-29	102.0
0000433046	K11060_3	5.8e-28	96.9
0000439524	K11060_3	2.7e-16	58.3
0000431425	K11060_3	8.4e-16	56.7
0000432901	K11060_3	3e-14	51.6
0000436164	K11060_3	1e-13	49.9
0000439264	K11061_2	4.4e-13	47.3
0000439264	K11062_2	2.6e-34	117.7
0000437052	K11062_2	1.6e-30	105.2
0000433046	K11062_2	5.4e-23	80.3
0000434540	K11062_2	6.9e-20	70.1
0000431425	K11062_2	2.1e-11	42.0
0000431614	K11063_6	3.4e-15	53.2
0000431791	K11068_1278_95_625	1.6e-67	226.2
0000436128	K12340_892	1e-50	171.9
0000436496	K12340_892	1.9e-44	151.3
0000436958	K12340_892	8.3e-44	149.1
0000431922	K12340_892	2.9e-22	78.1
0000437956	K12340_892	8.6e-11	40.4
0000436823	K15125_378	1.2e-63	214.3
0000435447	PF00246.19	1.7e-43	148.6
0000435422	PF00353.14	1.1e-23	80.6
0000433632	PF00675.15	2e-31	108.2
0000431753	PF00675.15	1.9e-12	46.6
0000430443	PF00717.18	6.4e-21	73.2
0000437579	PF00717.18	1.4e-19	68.9
0000434556	PF00717.18	8.5e-19	66.4
0000432276	PF00717.18	1.2e-17	62.7
0000435092	PF00717.18	3.9e-17	61.0
0000432012	PF00717.18	6.8e-17	60.3
0000435820	PF00717.18	8.8e-17	59.9
0000430426	PF00717.18	2.6e-16	58.4
0000435742	PF00717.18	4.4e-15	54.5
0000438388	PF00717.18	2.3e-14	52.2
0000432828	PF00717.18	1.3e-13	49.7
0000430751	PF00717.18	2.7e-11	42.3
0000436129	PF00873.14	0	1109.5
0000435273	PF00873.14	0	1052.4
0000436497	PF00873.14	0	1022.5
0000436498	PF00873.14	0	1015.1
0000439269	PF00873.14	5.9e-226	751.7
0000437746	PF00873.14	1.2e-59	201.2
0000432751	PF00873.14	3.1e-47	160.0
0000434529	PF00881.19	2.6e-39	134.1
0000430883	PF00881.19	1.1e-34	119.0
0000430146	PF00881.19	1.8e-31	108.6
0000436794	PF00881.19	8.4e-31	106.4
0000431085	PF00881.19	3.1e-30	104.6
0000439742	PF00881.19	6.5e-30	103.5
0000434933	PF00881.19	5.8e-29	100.4
0000432907	PF00881.19	7.6e-28	96.8
0000438327	PF00881.19	2.6e-26	91.8
0000437941	PF00881.19	4.3e-25	87.8
0000439049	PF00881.19	1.8e-21	76.0
0000432656	PF00903.20	1.3e-19	69.8
0000438296	PF00903.20	2.4e-18	65.7
0000430179	PF00903.20	9.8e-17	60.5
0000437887	PF00903.20	1.5e-13	50.2
0000436138	PF00903.20	4.3e-12	45.5
0000436551	PF00903.20	9.2e-12	44.5
0000433376	PF00903.20	1.5e-10	40.5
0000432724	PF01325.14	6.2e-11	41.5
0000439150	PF01325.14	1.5e-10	40.3
0000433603	PF01636.18	7.7e-36	123.4
0000433656	PF01636.18	3.8e-35	121.1
0000434099	PF01636.18	7.1e-27	94.1
0000431729	PF01636.18	1.2e-18	67.1
0000439023	PF01636.18	1.2e-18	67.1
0000431112	PF01636.18	2.7e-17	62.7
0000434334	PF01636.18	7.3e-16	58.0
0000431157	PF01636.18	3.8e-15	55.6
0000438161	PF02452.12	7.2e-32	109.3
0000437522	PF02452.12	2.3e-31	107.6
0000438250	PF02452.12	4.1e-30	103.6
0000439513	PF02452.12	1.2e-23	82.8
0000435956	PF02452.12	1.4e-19	69.7
0000438008	PF02452.12	2e-18	66.0
0000434450	PF02452.12	3.2e-14	52.4
0000432724	PF02742.10	3.7e-16	58.0
0000439150	PF02742.10	8.3e-13	47.2
0000435455	PF02742.10	8.2e-11	40.8
0000435231	PF03372.18	5.6e-26	91.4
0000438997	PF03372.18	2.1e-13	50.2
0000431208	PF03372.18	1.9e-10	40.5
0000436046	PF03496.9	4.3e-24	84.2
0000431517	PF03837.9	4.2e-43	146.4
0000430615	PF03837.9	1.7e-42	144.4
0000439136	PF04221.7	4.5e-14	51.4
0000435917	PF04221.7	1e-13	50.2
0000437134	PF04221.7	5.3e-11	41.5
0000439572	PF04488.10	1.3e-15	57.0
0000439567	PF04488.10	1.2e-14	53.9
0000439578	PF04488.10	5e-12	45.5
0000434747	PF04488.10	2.4e-11	43.3
0000439542	PF05015.8	2e-18	65.7
0000431608	PF05016.9	4.7e-14	51.9
0000433148	PF05016.9	1.7e-13	50.2
0000438579	PF05016.9	4.3e-12	45.7
0000435300	PF05105.7	1.6e-37	127.2
0000431752	PF05193.16	8.8e-21	73.8
0000431753	PF05193.16	1.7e-18	66.3
0000437545	PF05193.16	6.1e-18	64.5
0000438566	PF05193.16	7.5e-18	64.2
0000433632	PF05193.16	4.2e-17	61.8
0000435015	PF05193.16	1.1e-15	57.1
0000436823	PF05860.8	1.3e-29	101.8
0000433288	PF07883.6	2.9e-21	74.1
0000437371	PF07883.6	1e-17	62.8
0000436942	PF07883.6	2.2e-17	61.7
0000430415	PF07883.6	3.9e-17	60.9
0000430089	PF07883.6	3.3e-15	54.7
0000432919	PF07883.6	1.8e-14	52.4
0000436306	PF07883.6	1.1e-13	49.8
0000437176	PF07883.6	1.3e-12	46.4
0000433286	PF07883.6	4.1e-12	44.8
0000430036	PF07883.6	2.7e-11	42.2
0000430777	PF07883.6	3.5e-11	41.8
0000436539	PF07883.6	4.4e-11	41.5
0000434164	PF07883.6	4.4e-11	41.5
0000430106	PF07883.6	1.3e-10	40.1
0000437869	PF07927.7	7.3e-16	57.2
0000437545	PF08367.6	5.5e-68	227.9
0000438566	PF08367.6	6.9e-68	227.6
0000435015	PF08367.6	9.3e-56	187.8
0000434747	PF12919.2	7.7e-11	40.5
0000432430	PF13091.1	5.5e-20	70.8
0000430360	PF13091.1	8e-20	70.3
0000436810	PF13091.1	1.9e-14	52.9
0000431959	PF13091.1	9.8e-14	50.6
0000432793	PF13091.1	1.7e-12	46.6
0000434616	PF13091.1	7.1e-11	41.3
0000438256	PF13091.1	1.4e-10	40.4
0000439979	PF13950.1	1.1e-18	66.3
0000432157	PF13953.1	4.2e-18	64.1
0000437046	PF13953.1	2.3e-14	52.2
0000437046	PF13954.1	2.7e-38	130.2
0000432157	PF13954.1	2.3e-34	117.5
0000438792	PF13990.1	7.5e-122	405.1
0000434203	PF14028.1	6.8e-38	130.2
0000431180	PF14057.1	3.3e-193	640.1
0000432813	PF14057.1	1.5e-96	322.5
0000437914	PF15607.1	1.6e-28	98.4
0000435916	TIGR00053	5.8e-24	83.6
0000432850	TIGR02116	1e-30	104.8
0000435916	TIGR02385	1.5e-24	85.4
0000435300	TIGR01593	1.1e-27	95.6
0000324070	K01197_243	1.5e-13	49.3
0000329012	K03699_483	6.1e-125	416.3
0000325859	K03699_483	6.5e-117	389.8
0000327773	K03699_483	1.5e-100	335.9
0000327888	K03699_483	8.4e-81	270.8
0000329437	K03699_483	2.5e-16	58.4
0000327293	K06972_355	0	1016.4
0000325319	K06972_355	2.1e-295	981.5
0000329351	K06972_355	2.4e-220	733.1
0000324304	K06972_355	8.6e-145	483.0
0000322585	K06972_355	2.1e-50	170.6
0000321812	K06972_355	1e-20	72.3
0000327361	K06972_355	1.1e-16	59.0
0000321820	K06972_355	3.6e-13	47.3
0000326731	K10815_8	7.9e-21	73.0
0000321999	K10815_8	9.6e-21	72.8
0000326732	K10815_8	1.2e-13	49.4
0000322000	K10816_8	9.6e-24	82.8
0000326732	K10816_8	1e-18	66.3
0000325716	K11017_55	5e-105	351.5
0000326655	K11021_124	1.5e-11	42.3
0000322777	K11041_146	1.6e-60	203.9
0000329904	K11041_146	4.9e-52	176.0
0000326248	K11060_3	5.4e-28	97.0
0000323938	K11060_3	5.6e-28	96.9
0000327013	K11060_3	6.1e-25	86.9
0000325431	K11060_3	1.2e-22	79.3
0000325855	K11060_3	9.1e-20	69.8
0000328334	K11060_3	8.3e-16	56.7
0000328657	K11060_3	2e-15	55.5
0000323707	K11060_3	2.8e-13	48.4
0000326857	K11060_3	7e-13	47.1
0000322149	K11060_3	1.5e-12	46.0
0000327472	K11060_3	3.5e-11	41.5
0000326248	K11062_2	4.5e-17	60.8
0000323938	K11062_2	2e-15	55.3
0000327472	K11062_2	3.1e-14	51.4
0000328335	K11063_6	6.2e-24	82.2
0000327746	K11063_6	5.1e-12	42.7
0000327017	K11068_1278_95_625	9.3e-67	223.7
0000325354	K11068_1278_95_625	6e-63	211.2
0000324810	K12340_892	6.9e-97	324.0
0000321164	K12340_892	5.6e-55	186.0
0000320878	K12340_892	8e-50	169.0
0000323948	K12340_892	1.1e-49	168.6
0000323982	K12340_892	1.9e-48	164.4
0000320933	K12340_892	8.5e-44	149.1
0000325435	K12340_892	1.9e-22	78.7
0000326960	K12340_892	3.9e-22	77.7
0000325123	K12340_892	5.2e-11	41.1
0000327993	PF00246.19	1.5e-38	132.4
0000323400	PF00246.19	1.4e-21	76.7
0000326745	PF00246.19	1.4e-16	60.3
0000321881	PF00246.19	1.6e-11	43.8
0000321820	PF00675.15	9.5e-26	89.7
0000320613	PF00675.15	9.5e-24	83.2
0000321812	PF00675.15	9.5e-17	60.5
0000327361	PF00675.15	3.5e-15	55.4
0000324025	PF00717.18	6.6e-21	73.1
0000324024	PF00717.18	3.2e-20	70.9
0000327855	PF00717.18	8.3e-17	60.0
0000321656	PF00717.18	2e-16	58.8
0000326944	PF00717.18	3.7e-15	54.7
0000323578	PF00717.18	4.2e-15	54.5
0000324062	PF00717.18	1.2e-14	53.1
0000328304	PF00717.18	2.9e-13	48.6
0000324027	PF00717.18	8.8e-13	47.1
0000320879	PF00873.14	0	1121.4
0000321163	PF00873.14	9.8e-290	962.9
0000323983	PF00873.14	7.2e-199	662.0
0000325311	PF00873.14	7.3e-111	370.7
0000324008	PF00873.14	8.1e-70	234.8
0000325310	PF00873.14	5.3e-62	208.9
0000325436	PF00873.14	2e-16	58.1
0000321446	PF00873.14	1.6e-11	41.8
0000329801	PF00881.19	4.9e-37	126.7
0000325105	PF00881.19	3.7e-34	117.3
0000328966	PF00881.19	8.4e-34	116.2
0000326002	PF00881.19	5.2e-33	113.6
0000324220	PF00881.19	1.3e-32	112.3
0000322675	PF00881.19	8.4e-32	109.7
