ASV	D1	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D2	D20	D21	D22	D23	D24	D25	D26	D27	D28	D29	D3	D30	D31	D32	D33	D34	D35	D36	D37	D38	D39	D4	D40	D41	D42	D43	D5	D6	D7	D8	D9	D_1	HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	HC_7	HC_8	HC_9	HC_10	HC_11	HC_12	HC_13	HC_14	HC_15	HC_16	HC_17	HC_18	HC_19	HC_20	HC_21	HC_22	HC_23	HC_24	HV_1	HV_2	HV_3	HV_4	HV_5	HV_6	HV_7	HV_8	HV_9	HV_10	HV_11	HV_12	HV_13	HV_14	HV_15	HV_16	HV_17	HV_18	HV_19	HV_20	HV_21	HV_22	HV_23	HV_24	Best_Hit_ARO	Model_type	Drug_Class	Resistance_Mechanism	AMR_Gene.Family	Best_Identities	Percentage_Length.of.Reference.Sequence	Note	Length_AA	Gene_name	Contig_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KEGG_ID	KEGGFUN	KEGGPATH	COG_ID	COGFUN	COGPATH	PFAM	Drug_Class_multi	Resistance_Mechanism_multi	Strain
chick_megahit_127866_167-1036	0.739	0.899	0.805	0.347	0.584	0.244	1.443	0.275	2.063	0.037	1.623	1.204	0.712	0.177	0.187	0.076	1.264	0	0	0.9	1.002	1.915	0	0	2.513	0.053	0.06	2.772	2.765	1.597	2.084	0	0.043	1.419	1.81	0.653	2.423	0.823	1.804	0.93	1.57	2.104	2.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APH(2'')-Ig	protein homolog model	aminoglycoside	antibiotic inactivation	APH(2'')	 97.92	 94.77	NA	 290	NA	megahit_127866	Bacteria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF01636 [Phosphotransferase enzyme family]	aminoglycoside	antibiotic inactivation	unknown Bacteria (Kingdom)
chick_megahit_136349_1020-2186	0.95	1.177	1.453	0.359	0.137	1.061	0	0	0.517	0.552	0.866	0.075	0.07	1.089	0.279	0	0.484	1.881	0.314	0.308	0.786	0.255	0.414	0.013	0.734	1.007	0.511	0.629	0.441	0.835	2.349	0.696	1.784	0.496	2.45	0.011	22.132	0	0.267	0.076	0.555	0.543	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ugd	protein homolog model	peptide	antibiotic target alteration	pmr phosphoethanolamine transferase	 99.23	100.26	NA	 389	UGDH, ugd	megahit_136349	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K00012*	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism	COG1004*	Predicted UDP-glucose 6-dehydrogenase	Cell envelope biogenesis, outer membrane	PF00984 [UDP-glucose/GDP-mannose dehydrogenase family, central domain];PF03721 [UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain]	peptide	antibiotic target alteration	Escherichia coli
chick_megahit_137297_14786-15517	0.112	1.81	0	0	0	11.597	0.478	0	0.989	0	0	0	0	4.237	0.13	0	0.858	0	0	0	1.972	92.582	0	80.456	0.342	0	0	0	0.399	0.131	0	0	0	0	0.43	23.755	31.85	0	1.368	0	0.865	0.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ErmA	protein homolog model	macrolide; lincosamide; streptogramin	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	100.41	NA	 244	ermC, ermA	megahit_137297	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	K00561*	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0030*	Dimethyladenosine transferase (rRNA methylation)	Translation, ribosomal structure and biogenesis	PF00398 [Ribosomal RNA adenine dimethylase]	multi-drug	antibiotic target alteration	Staphylococcus
chick_megahit_137297_15643-16425	0.245	1.02	0	0	0	11.903	0.528	0	0.713	0	0	0	0	3.551	0.208	0	1.224	0	0	0	2.131	88.524	0	85.475	0.084	0	0	0	0.249	0.51	0	0	0	0	0.34	22.289	31.57	0	1.469	0	1.12	0.989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANT(9)-Ia	protein homolog model	aminoglycoside	antibiotic inactivation	ANT(9)	100.00	100.38	NA	 261	ant9	megahit_137297	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	NA	NA	K19279*	aminoglycoside 9-adenylyltransferase [EC:2.7.7.-]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1708*	Predicted nucleotidyltransferases	General function prediction only	PF13427 [Domain of unknown function (DUF4111)]	aminoglycoside	antibiotic inactivation	unknown Bacillales (Family)
chick_megahit_160839_276-1433	36.56	18.31	17.863	16.679	12.347	39.295	0.302	0.059	20.418	11.033	14.428	0.721	18.424	24.794	0.41	0.023	26.256	16.366	12.953	23.932	17.683	0.772	10.107	0.08	31.333	54.966	51.662	31.144	8.934	20.998	39.029	7.103	6.965	16.198	44.44	0.622	33.834	0.055	15.694	1.371	5.117	3.124	0.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AcrE	protein homolog model	fluoroquinolone; cephalosporin; cephamycin; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.26	NA	 386	acrE	megahit_160839	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18141*	membrane fusion protein, multidrug efflux system	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410XNVN*	Efflux transporter rnd family, mfp subunit	Defense mechanisms	PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	multi-drug	antibiotic efflux	Escherichia coli
chick_megahit_186897_7208-7681	8.603	13.844	15.404	16.801	27.469	0.672	2.381	0.937	6.84	0.136	23.304	34.322	18.052	10.552	1.403	1.316	6.56	0.4	0.548	13.699	10.943	7.913	0.247	0.455	6.585	0.457	0.629	5.225	8.243	4.379	6.242	0.351	0.053	12.891	10.351	0.32	1.746	2.311	9.335	8.501	6.736	8.167	11.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	dfrF	protein homolog model	diaminopyrimidine	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	 96.34	NA	 158	DHFR, folA	megahit_186897	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K00287*	dihydrofolate reductase [EC:1.5.1.3]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Metabolism; Metabolism of cofactors and vitamins; One carbon pool by folate | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance	COG0262*	Dihydrofolate reductase	Coenzyme metabolism	PF00186 [Dihydrofolate reductase]	diaminopyrimidine	antibiotic target replacement	Enterococcus
chick_megahit_189688_629-1849	0.997	3.295	3.133	2.348	3.947	0.695	3.241	1.61	2.495	0.092	2.585	2.757	4.178	1.694	3.502	1.837	2.753	0.052	0.1	3.278	4.593	2.593	0.264	0.391	3.333	0	0	3.263	1.685	1.948	2.233	0	0	3.806	2.659	3.154	2.443	4.813	5.497	2.613	1.661	2.56	3.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tet(40)	protein homolog model	tetracycline	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	 98.03	100.25	NA	 407	tetP_A, tet40	megahit_189688	Bacteria	NA	NA	NA	NA	NA	NA	K18214*	MFS transporter, DHA3 family, tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410XRTR*	Major Facilitator superfamily	Carbohydrate transport and metabolism	PF07690 [Major Facilitator Superfamily]	tetracycline	antibiotic efflux	unknown Bacteria (Kingdom)
chick_megahit_200600_3930-4745	0	1.409	0.103	0	0	0	0	0	0.037	0	0.068	0	0	0	0.965	0	0	0.213	0.037	0.027	0	0.919	0	0	0	0.133	0.413	0	0	0	0	0.434	0.107	0.149	0.386	0	68.261	0	0	0	0.071	1.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sul2	protein homolog model	sulfonamide	antibiotic target replacement	sulfonamide resistant sul	100.00	100.37	NA	 272	sul2	megahit_200600	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	K18824*	dihydropteroate synthase type 2 [EC:2.5.1.15]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0294*	Dihydropteroate synthase and related enzymes	Coenzyme metabolism	PF00809 [Pterin binding enzyme]	sulfonamide	antibiotic target replacement	unknown Gammaproteobacteria (Class)
chick_megahit_202645_7984-9882	20.017	31.05	15.564	20.43	34.924	2.449	49.424	42.116	28.387	5.286	33.064	36.664	28.631	3.966	51.282	50.816	19.154	1.929	2.606	18.477	21.083	32.091	6.109	39.441	25.931	7.799	11.227	23.435	36.545	31.486	12.862	12.501	12.657	23.511	11.808	32.378	22.893	20.098	29.9	29.101	32.287	44.167	45.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tet(W/N/W)	protein homolog model	tetracycline	antibiotic target protection	tetracycline-resistant ribosomal protection protein	 95.25	 99.06	NA	 633	tetM, tetO	megahit_202645	Bacteria	NA	NA	NA	NA	NA	NA	K18220*	ribosomal protection tetracycline resistance protein	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0480*	Translation elongation factors (GTPases)	Translation, ribosomal structure and biogenesis	PF00009 [Elongation factor Tu GTP binding domain];PF00679 [Elongation factor G C-terminus];PF03764 [Elongation factor G, domain IV];PF14492 [Elongation Factor G, domain II]	tetracycline	antibiotic target protection	unknown Bacteria (Kingdom)
chick_megahit_219391_905-1780	0	1.148	0	0	0	0	0	0	0.069	0	0	0	0	0	0.837	0	0	0	0	0	0	1.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.696	0	0	0	0	1.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CTX-M-1	protein homolog model	cephalosporin	antibiotic inactivation	CTX-M beta-lactamase	100.00	100.34	NA	 292	blaCTX-M	megahit_219391	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K18767*	beta-lactamase class A CTX-M [EC:3.5.2.6]	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG2367*	Beta-lactamase class A	NA	PF00144 [Beta-lactamase];PF13354 [Beta-lactamase enzyme family]	cephalosporin	antibiotic inactivation	Escherichia coli
chick_megahit_233202_89192-89845	93.734	20.239	95.401	54.4	26.035	125.149	0.583	1.019	24.071	121.75	25.292	20.834	44.932	99.19	0.042	0	42.697	111.087	111.361	63.065	23.678	1.721	94.315	0	22.554	34.325	35.258	7.514	25.407	43.161	35.662	44.481	59.131	56.292	37.269	2.645	7.115	0	16.822	43.082	39.189	5.123	13.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	catA4	protein homolog model	phenicol	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	 96.77	100.46	NA	 218	catA	megahit_233202	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	K19271*	chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG4845*	Chloramphenicol O-acetyltransferase	NA	PF00302 [Chloramphenicol acetyltransferase]	phenicol	antibiotic inactivation	Proteus mirabilis
chick_megahit_238253_17189-18322	38.251	16.023	18.847	15.317	14.464	39.207	0.294	0.075	22.193	10.187	15.112	1.154	18.698	25.479	0.299	0	29.153	16.866	12.096	23.182	17.832	0.623	10.915	0.054	32.065	56.47	53.316	32.901	10.128	20.119	42.541	8.318	7.454	18.14	45.263	0.713	33.366	0.019	17.052	1.349	5.631	3.377	1.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Escherichia coli ampC beta-lactamase	protein homolog model	cephalosporin; penam	antibiotic inactivation	ampC-type beta-lactamase	 97.61	100.27	NA	 378	ampC	megahit_238253	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K01467*	beta-lactamase class C [EC:3.5.2.6]	Environmental Information Processing; Signal transduction; Two-component system | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance	COG1680*	Beta-lactamase class C and other penicillin binding proteins	NA	PF00144 [Beta-lactamase]	multi-drug	antibiotic inactivation	Escherichia coli
chick_megahit_238953_479-1258	0	0.061	0.108	0.15	0.019	0	0	0	0	0	0	0	0	0	0.07	0.136	0.06	0.04	0.059	0	0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	aadA2	protein homolog model	aminoglycoside	antibiotic inactivation	ANT(3'')	100.00	100.39	NA	 260	aadA	megahit_238953	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	K00984*	streptomycin 3""""-adenylyltransferase [EC:2.7.7.47]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG1708*	Predicted nucleotidyltransferases	General function prediction only	PF13427 [Domain of unknown function (DUF4111)]	aminoglycoside	antibiotic inactivation	unknown Gammaproteobacteria (Class)
chick_megahit_238953_1422-1769	0	0	0	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0	0	0	0.272	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	qacEdelta1	protein homolog model	acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	100.87	NA	 116	ebr, qacEdelta1	megahit_238953	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18975*	small multidrug resistance pump	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2076*	Membrane transporters of cations and cationic drugs	Inorganic ion transport and metabolism	PF00893 [Small Multidrug Resistance protein]	multi-drug	antibiotic efflux	unknown Enterobacteriaceae (Family)
chick_megahit_238953_1763-2602	0	0	0.067	0.04	0	0.126	0	0	0	0	0	0	0	0	0.081	0.158	0.075	0.038	0.091	0.013	0.036	0	0	0	0	0	0	0	0	0	0	0.149	0.059	0	0	0	0	0.176	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	sul1	protein homolog model	sulfonamide	antibiotic target replacement	sulfonamide resistant sul	100.00	100.36	NA	 280	sul1	megahit_238953	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	K18974*	dihydropteroate synthase type 1 [EC:2.5.1.15]	Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG0294*	Dihydropteroate synthase and related enzymes	Coenzyme metabolism	PF00809 [Pterin binding enzyme]	sulfonamide	antibiotic target replacement	unknown Enterobacteriaceae (Family)
chick_megahit_240960_76762-78405	33.468	16.374	18.652	14.441	12.864	37.285	0.338	0.104	20.325	10.477	13.64	1.077	17.795	26.192	0.347	0	25.057	17.369	12.292	22.335	16.818	0.604	10.763	0.075	29.056	55.202	51.418	31.104	9.439	20.666	39.798	6.637	6.514	17.444	44.869	0.837	31.64	0.013	14.808	0.948	5.52	2.834	0.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	eptA	protein homolog model	peptide	antibiotic target alteration	pmr phosphoethanolamine transferase	 99.63	100.18	NA	 548	eptA, pmrC	megahit_240960	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K03760*	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins	COG2194*	Predicted membrane-associated, metal-dependent hydrolase	General function prediction only	PF00884 [Sulfatase];PF08019 [Domain of unknown function (DUF1705)]	peptide	antibiotic target alteration	Escherichia coli
chick_megahit_248056_1334-2239	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0.092	0	0	0	0	0	0.027	0	0.034	0.57	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	APH(2'')-IVa	protein homolog model	aminoglycoside	antibiotic inactivation	APH(2'')	100.00	100.33	NA	 302	aphD	megahit_248056	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	K17910*	aminoglycoside 2''-phosphotransferase [EC:2.7.1.190]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	NA	NA	NA	PF01636 [Phosphotransferase enzyme family]	aminoglycoside	antibiotic inactivation	Enterococcus
chick_megahit_257448_709-3786	21.775	11.002	11.934	8.634	7.88	27.091	0.217	0.011	15.99	6.423	8.913	0.551	13.847	18.479	0.176	0.009	18.21	9.995	7.161	16.675	11.972	0.43	6.463	0.07	25.715	41.333	40.251	24.783	6.717	15.12	27.552	4.607	4.852	13.005	31.88	0.336	16.651	0	11.347	0.655	3.159	1.88	0.621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	mdtC	protein homolog model	aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	 99.80	100.10	NA	1026	mdtC	megahit_257448	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07789*	multidrug efflux pump	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0841*	Cation/multidrug efflux pump	NA	PF00873 [AcrB/AcrD/AcrF family];PF03176 [MMPL family]	aminocoumarin	antibiotic efflux	Escherichia coli
chick_megahit_257448_5199-6602	34.443	14.693	16.959	14.127	12.582	38.053	0.475	0.146	22.93	9.215	13.901	0.897	19.549	27.595	0.3	0	25.873	15.917	10.205	23.775	18.258	0.762	10.381	0.044	31.705	54.222	53.704	33.518	8.586	23.971	35.186	5.503	6.748	17.799	44.152	0.612	25.848	0.03	16.501	1.665	4.804	2.657	0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	baeS	protein homolog model	aminoglycoside; aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.21	NA	 468	baeS, smeS	megahit_257448	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07642*	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	COG0642*	Signal transduction histidine kinase	Signal transduction mechanisms	PF00512 [His Kinase A (phospho-acceptor) domain];PF00672 [HAMP domain];PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	multi-drug	antibiotic efflux	Escherichia coli
chick_megahit_257448_6599-7321	36.508	14.31	17.155	12.36	12.829	38.477	0.242	0	22.566	9.516	13.383	0.776	17.606	27.789	0.413	0	28.999	16.427	11.218	25.981	19.838	0.793	10.373	0.021	32.752	62.098	52.126	33.351	9.731	23.474	36.812	7.028	7.363	16.376	41.303	0.646	27.689	0	16.789	1.586	5.033	3.466	0.711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	baeR	protein homolog model	aminoglycoside; aminocoumarin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	100.42	NA	 241	baeR, smeR	megahit_257448	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K07664*	two-component system, OmpR family, response regulator BaeR	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	COG0745*	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	Transcription|Signal transduction mechanisms	PF00072 [Response regulator receiver domain];PF00486 [Transcriptional regulatory protein, C terminal]	multi-drug	antibiotic efflux	Escherichia coli
chick_megahit_263098_30598-31419	0.233	0	0.136	2.937	2.313	1.054	0	0	0	0.02	0.943	0.425	0.872	0.629	0	0	0	0.538	3.809	2.726	1.738	0	2.174	0	0	12.244	8.031	7.19	2.69	2.331	8.134	9.981	15.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OXA-273	protein homolog model	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	100.37	NA	 274	blaOXA-213	megahit_263098	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	species Acinetobacter calcoaceticus/baumannii complex	K19318*	beta-lactamase class D OXA-213 [EC:3.5.2.6]	Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	COG2602*	Beta-lactamase class D	NA	PF00905 [Penicillin binding protein transpeptidase domain]	multi-drug	antibiotic inactivation	species Acinetobacter calcoaceticus/baumannii complex
chick_megahit_264584_183-1274	1.366	0.833	3.285	2.948	0.239	2.024	0.029	0	1.229	2.228	2.523	0.068	0.06	2.111	0	0	0.877	4.845	3.315	0.478	0.867	0.02	3.058	0	1.182	3.794	4.05	0.204	0.802	2.456	1.979	0.82	0.514	0.447	3.073	0.046	0.043	0	0.173	0.135	0.54	0.271	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ugd	protein homolog model	peptide	antibiotic target alteration	pmr phosphoethanolamine transferase	 98.90	 93.81	NA	 364	UGDH, ugd	megahit_264584	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	K00012*	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism	COG1004*	Predicted UDP-glucose 6-dehydrogenase	Cell envelope biogenesis, outer membrane	PF00984 [UDP-glucose/GDP-mannose dehydrogenase family, central domain];PF03721 [UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain]	peptide	antibiotic target alteration	Escherichia coli
chick_megahit_270237_11799-12656	0	0.093	0	0.039	0.102	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0.063	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	8.433	0.032	0.086	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANT(6)-Ib	protein homolog model	aminoglycoside	antibiotic inactivation	ANT(6)	100.00	100.35	NA	 286	aadK	megahit_270237	Bacteria	Terrabacteria group	Firmicutes	NA	NA	NA	NA	K05593*	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes	ENOG410YSKJ	Aminoglycoside 6-adenylyltransferase	Function unknown	PF04439 [Streptomycin adenylyltransferase]	aminoglycoside	antibiotic inactivation	unknown Firmicutes (Class)
