genome,completeness,contamination,strain_heterogeneity,length,N50
human1_HV-12_metabat2.27.fa.contigs.fa,28.48,0.0,0.0,737793,75407
human1_HV-12_metabat2.33.fa.contigs.fa,10.74,0.0,0.0,297928,62761
human1_HV-12_metabat2.45.fa.contigs.fa,55.26,0.67,100.0,1032105,15890
human1_HV-12_metabat2.67.fa.contigs.fa,12.28,0.0,0.0,429855,66224
human1_HV-13_maxbin.002.fasta.contigs.fa,99.25,0.0,0.0,2416599,35396
human1_HV-13_maxbin.003.fasta.contigs.fa,11.08,0.0,0.0,667691,33677
human1_HV-13_maxbin.004.fasta.contigs.fa,98.41,0.54,0.0,6759890,59165
human1_HV-13_maxbin.005.fasta.contigs.fa,98.78,0.97,0.0,5190144,193906
human1_HV-13_maxbin.006.fasta.contigs.fa,98.28,48.28,0.0,5675097,134620
human1_HV-13_maxbin.007.fasta.contigs.fa,96.11,0.0,0.0,1287860,194114
human1_HV-13_maxbin.008.fasta.contigs.fa,96.52,0.79,0.0,1834475,133872
human1_HV-13_maxbin.009.fasta.contigs.fa,93.45,0.08,0.0,3852625,363598
human1_HV-13_maxbin.010.fasta.contigs.fa,96.55,4.08,5.88,5198801,49538
human1_HV-13_maxbin.011.fasta.contigs.fa,66.68,19.05,2.09,4877794,2149
human1_HV-13_maxbin.012.fasta.contigs.fa,88.48,43.86,2.44,4411271,2154
human1_HV-14_maxbin.001.fasta.contigs.fa,33.83,0.0,0.0,1532142,109938
human1_HV-14_maxbin.002.fasta.contigs.fa,53.45,0.0,0.0,3073419,142624
human1_HV-14_maxbin.003.fasta.contigs.fa,81.22,0.06,50.0,4127755,165481
human1_HV-14_maxbin.004.fasta.contigs.fa,97.78,27.88,0.0,3218495,133885
human1_HV-14_maxbin.005.fasta.contigs.fa,100.0,50.0,0.0,2547714,189530
human1_HV-14_maxbin.006.fasta.contigs.fa,99.23,1.01,0.0,7308084,61548
human1_HV-14_maxbin.007.fasta.contigs.fa,91.3,4.35,9.09,4402229,158499
human1_HV-14_maxbin.008.fasta.contigs.fa,89.08,9.5,1.61,3861646,30755
human1_HV-14_maxbin.009.fasta.contigs.fa,80.09,10.19,6.25,4848380,2832
human1_HV-15_maxbin.002.fasta.contigs.fa,99.02,2.16,0.0,3134665,107536
human1_HV-15_maxbin.004.fasta.contigs.fa,99.25,0.94,0.0,2510322,36607
human1_HV-15_maxbin.005.fasta.contigs.fa,100.0,51.72,2.08,8343978,59991
human1_HV-15_maxbin.006.fasta.contigs.fa,94.21,0.0,0.0,1263357,194114
human1_HV-15_maxbin.007.fasta.contigs.fa,99.99,0.19,0.0,2495155,171782
human1_HV-15_maxbin.008.fasta.contigs.fa,91.6,8.6,0.0,2559689,125349
human1_HV-15_maxbin.009.fasta.contigs.fa,99.97,0.66,0.0,4671055,198009
human1_HV-15_maxbin.010.fasta.contigs.fa,92.93,3.16,0.0,3981670,456198
human1_HV-16_maxbin.002.fasta.contigs.fa,98.41,0.75,0.0,6913489,58281
human1_HV-16_maxbin.003.fasta.contigs.fa,98.37,1.72,0.0,2764551,48542
human1_HV-16_maxbin.004.fasta.contigs.fa,92.39,13.5,0.0,3967774,456283
human1_HV-16_maxbin.005.fasta.contigs.fa,56.52,0.62,0.0,1138602,210527
human1_HV-16_maxbin.006.fasta.contigs.fa,96.11,0.0,0.0,1239077,194114
human1_HV-16_maxbin.007.fasta.contigs.fa,87.88,0.0,0.0,1375663,118376
human1_HV-16_maxbin.008.fasta.contigs.fa,36.79,6.49,0.0,2398406,1509
human1_HV-16_maxbin.009.fasta.contigs.fa,98.28,19.99,0.0,5788082,130287
human1_HV-16_maxbin.010.fasta.contigs.fa,92.08,36.11,0.0,4715111,3254
human1_HV-17_maxbin.001.fasta.contigs.fa,98.28,12.07,66.67,3575765,82836
human1_HV-17_maxbin.002.fasta.contigs.fa,97.39,4.99,11.11,3811540,63923
human1_HV-17_maxbin.003.fasta.contigs.fa,91.77,10.81,5.13,3796070,69899
human1_HV-17_maxbin.005.fasta.contigs.fa,53.01,0.38,0.0,2536096,63438
human1_HV-17_maxbin.006.fasta.contigs.fa,52.37,3.16,0.0,2381388,45884
human1_HV-17_maxbin.007.fasta.contigs.fa,97.95,0.0,0.0,2669789,88343
human1_HV-17_maxbin.008.fasta.contigs.fa,100.0,0.0,0.0,2668562,119267
human1_HV-17_maxbin.010.fasta.contigs.fa,38.13,5.16,23.26,2783850,31372
human1_HV-17_maxbin.011.fasta.contigs.fa,95.0,39.51,2.88,3876616,59343
human1_HV-17_maxbin.012.fasta.contigs.fa,95.3,0.0,0.0,2420816,121015
human1_HV-17_maxbin.013.fasta.contigs.fa,76.49,7.81,0.0,2882342,23270
human1_HV-17_maxbin.014.fasta_sub.contigs.fa,81.12,9.97,0.0,3192640,87828
human1_HV-17_maxbin.015.fasta.contigs.fa,78.01,3.16,0.0,3253081,44957
human1_HV-17_maxbin.016.fasta.contigs.fa,97.78,2.93,0.0,3707992,61601
human1_HV-17_maxbin.017.fasta.contigs.fa,96.2,15.82,2.78,3430789,65910
human1_HV-17_maxbin.018.fasta.contigs.fa,95.92,0.0,0.0,2969963,137925
human1_HV-17_maxbin.019.fasta.contigs.fa,94.4,0.0,0.0,1543306,153836
human1_HV-17_maxbin.020.fasta.contigs.fa,98.65,0.78,0.0,6891034,26985
human1_HV-17_maxbin.021.fasta.contigs.fa,95.97,4.51,0.0,2562325,51679
human1_HV-17_maxbin.022.fasta.contigs.fa,95.16,0.94,0.0,2519824,43476
human1_HV-17_maxbin.024.fasta.contigs.fa,25.83,0.32,0.0,1230223,6400
human1_HV-17_maxbin.025.fasta_sub.contigs.fa,25.19,5.11,10.87,3290516,6995
human1_HV-17_maxbin.026.fasta_sub.contigs.fa,90.29,35.59,2.08,4286064,11387
human1_HV-17_maxbin.027.fasta_sub.contigs.fa,53.1,18.83,0.0,3452083,11426
human1_HV-17_maxbin.028.fasta.contigs.fa,97.16,2.39,10.0,3266616,18765
human1_HV-17_maxbin.029.fasta.contigs.fa,84.01,48.57,0.7,4543061,3451
human1_HV-17_maxbin.030.fasta.contigs.fa,83.98,13.24,0.0,3022469,9362
human1_HV-17_maxbin.031.fasta_sub.contigs.fa,77.7,49.48,9.49,4346478,4347
human1_HV-17_maxbin.032.fasta.contigs.fa,85.55,14.94,6.67,2844492,8870
human1_HV-17_maxbin.033.fasta.contigs.fa,95.58,3.04,16.67,2629432,8264
human1_HV-17_maxbin.034.fasta.contigs.fa,93.22,3.08,0.0,2476972,6889
human1_HV-17_maxbin.036.fasta.contigs.fa,46.2,15.39,3.08,2201632,2414
human1_HV-17_maxbin.042.fasta.contigs.fa,84.9,34.61,1.57,2776519,3376
human1_HV-17_maxbin.045.fasta.contigs.fa,63.97,4.97,1.11,2997929,2465
human1_HV-17_metabat2.43.fa.contigs.fa,9.49,0.0,0.0,326606,179508
human1_HV-17_metabat2.70.fa.contigs.fa,49.17,0.0,0.0,1698652,15248
human1_HV-17_metabat2.93.fa.contigs.fa,53.79,1.32,25.0,1162367,11860
human1_HV-18_maxbin.003.fasta.contigs.fa,90.79,5.89,3.12,2661061,33571
human1_HV-18_maxbin.004.fasta.contigs.fa,90.2,2.42,20.0,2992484,59638
human1_HV-18_maxbin.005.fasta.contigs.fa,53.12,2.55,7.14,2390773,40876
human1_HV-18_maxbin.007.fasta.contigs.fa,91.53,16.7,36.36,4586191,65328
human1_HV-18_maxbin.008.fasta.contigs.fa,96.28,8.36,25.0,5033659,109938
human1_HV-18_maxbin.009.fasta.contigs.fa,85.84,31.72,21.07,6862749,32301
human1_HV-18_maxbin.010.fasta.contigs.fa,91.16,0.0,0.0,2629800,128116
human1_HV-18_maxbin.011.fasta.contigs.fa,53.62,4.81,18.75,2458480,56641
human1_HV-18_maxbin.012.fasta.contigs.fa,96.58,4.22,0.0,2803054,69002
human1_HV-18_maxbin.013.fasta.contigs.fa,95.21,3.74,5.88,3097947,54452
human1_HV-18_maxbin.014.fasta.contigs.fa,68.4,14.45,0.0,2111148,87725
human1_HV-18_maxbin.015.fasta.contigs.fa,47.41,0.0,0.0,3326753,15490
human1_HV-18_maxbin.016.fasta.contigs.fa,79.11,3.16,16.67,2741085,23250
human1_HV-18_maxbin.017.fasta.contigs.fa,86.39,0.0,0.0,2956539,144097
human1_HV-18_maxbin.018.fasta.contigs.fa,18.58,1.85,60.0,3012351,17293
human1_HV-18_maxbin.019.fasta.contigs.fa,78.95,13.3,36.11,2851048,23615
human1_HV-18_maxbin.020.fasta.contigs.fa,93.96,0.0,0.0,2422867,120865
human1_HV-18_maxbin.021.fasta.contigs.fa,89.24,9.49,5.26,2738954,59556
human1_HV-18_maxbin.022.fasta.contigs.fa,83.7,33.12,2.22,3667928,63649
human1_HV-18_maxbin.023.fasta.contigs.fa,92.6,3.16,0.0,2943995,77311
human1_HV-18_maxbin.024.fasta.contigs.fa,60.11,9.87,20.51,3835323,28625
human1_HV-18_maxbin.025.fasta.contigs.fa,98.69,0.54,0.0,6800617,38042
human1_HV-18_maxbin.026.fasta.contigs.fa,85.96,15.1,37.14,2469401,20809
human1_HV-18_maxbin.027.fasta.contigs.fa,86.34,0.57,0.0,2020076,45144
human1_HV-18_maxbin.028.fasta.contigs.fa,86.91,4.76,7.69,2770922,55461
human1_HV-18_maxbin.029.fasta.contigs.fa,98.49,1.22,16.67,3479408,62693
human1_HV-18_maxbin.030.fasta.contigs.fa,90.94,4.07,0.0,2319541,30510
human1_HV-18_maxbin.031.fasta.contigs.fa,90.56,7.92,0.0,2495305,28884
human1_HV-18_maxbin.032.fasta.contigs.fa,96.0,9.6,0.0,1772053,37754
human1_HV-18_maxbin.033.fasta.contigs.fa,87.93,15.53,0.0,5189348,13487
human1_HV-18_maxbin.035.fasta.contigs.fa,94.67,33.21,0.0,3308519,9598
human1_HV-18_maxbin.037.fasta.contigs.fa,72.13,24.76,12.0,2453382,2305
human1_HV-18_maxbin.039.fasta.contigs.fa,91.2,42.26,2.96,5525261,7627
human1_HV-18_maxbin.040.fasta.contigs.fa,91.6,8.84,3.85,2054458,7008
human1_HV-18_maxbin.041.fasta.contigs.fa,63.96,40.91,2.66,5192694,2573
human1_HV-18_maxbin.043.fasta.contigs.fa,80.07,0.34,0.0,1518603,3823
human1_HV-18_metabat2.16.fa_sub.contigs.fa,1.17,0.0,0.0,99870,67242
human1_HV-18_metabat2.86.fa.contigs.fa,9.69,0.0,0.0,602661,15232
human1_HV-19_maxbin.002.fasta.contigs.fa,62.5,0.0,0.0,3543011,122119
human1_HV-19_maxbin.003.fasta.contigs.fa,98.51,0.7,0.0,4678793,115734
human1_HV-19_maxbin.004.fasta.contigs.fa,99.25,2.93,0.0,2531689,36607
human1_HV-19_maxbin.005.fasta.contigs.fa,61.39,5.06,0.0,1246051,118376
human1_HV-19_maxbin.006.fasta.contigs.fa,98.91,2.26,0.0,2798890,48561
human1_HV-19_maxbin.007.fasta.contigs.fa,98.41,0.68,0.0,6922296,55603
human1_HV-19_maxbin.008.fasta.contigs.fa,69.62,2.53,0.0,1618660,82352
human1_HV-19_maxbin.009.fasta.contigs.fa,97.38,57.28,5.31,2142770,189558
human1_HV-19_maxbin.010.fasta.contigs.fa,56.52,0.62,0.0,1126795,210360
human1_HV-19_maxbin.011.fasta.contigs.fa,100.0,8.62,86.21,4928714,186784
human1_HV-19_maxbin.012.fasta.contigs.fa,91.3,0.0,0.0,3790916,433955
human1_HV-1_maxbin.001.fasta.contigs.fa,23.12,2.42,5.88,2048419,22034
human1_HV-1_maxbin.002.fasta.contigs.fa,94.35,63.79,2.83,4735079,53950
human1_HV-1_maxbin.003.fasta.contigs.fa,50.32,0.63,0.0,1834299,64944
human1_HV-1_maxbin.004.fasta.contigs.fa,86.06,5.93,12.5,3713048,45791
human1_HV-1_maxbin.005.fasta.contigs.fa,64.54,0.61,20.0,3966377,153896
human1_HV-1_maxbin.006.fasta.contigs.fa,51.18,7.56,0.0,3678392,158133
human1_HV-1_maxbin.008.fasta.contigs.fa,59.88,14.97,52.22,3470064,53253
human1_HV-1_maxbin.009.fasta.contigs.fa,88.36,3.2,0.0,2737547,85647
human1_HV-1_maxbin.011.fasta.contigs.fa,99.37,0.28,0.0,5035364,193732
human1_HV-1_maxbin.013.fasta.contigs.fa,99.25,0.0,0.0,3472880,232429
human1_HV-1_maxbin.014.fasta.contigs.fa,88.51,1.81,0.0,5199800,95461
human1_HV-1_maxbin.016.fasta.contigs.fa,79.31,45.12,56.65,5864859,56032
human1_HV-1_maxbin.018.fasta.contigs.fa,98.51,1.55,0.0,4902970,109938
human1_HV-1_maxbin.020.fasta.contigs.fa,84.13,10.88,31.82,1863277,97162
human1_HV-1_maxbin.021.fasta.contigs.fa,98.39,1.01,0.0,2577844,181615
human1_HV-1_maxbin.022.fasta.contigs.fa,93.88,0.68,0.0,2698702,124599
human1_HV-1_maxbin.023.fasta_sub.contigs.fa,78.88,7.84,0.0,2800106,70157
human1_HV-1_maxbin.024.fasta.contigs.fa,28.74,0.0,0.0,715179,35703
human1_HV-1_maxbin.025.fasta.contigs.fa,98.66,9.73,0.0,2161270,268405
human1_HV-1_maxbin.026.fasta.contigs.fa,40.72,0.63,0.0,1312755,29860
human1_HV-1_maxbin.027.fasta.contigs.fa,51.88,6.33,5.88,1668031,74019
human1_HV-1_maxbin.028.fasta.contigs.fa,98.41,0.68,0.0,6608347,39038
human1_HV-1_maxbin.029.fasta.contigs.fa,83.67,7.65,0.0,3432259,117304
human1_HV-1_maxbin.030.fasta.contigs.fa,78.41,2.73,11.11,2067572,92272
human1_HV-1_maxbin.031.fasta.contigs.fa,97.11,15.45,4.0,3794233,53776
human1_HV-1_maxbin.032.fasta.contigs.fa,27.79,7.38,4.76,1865193,67037
human1_HV-1_maxbin.033.fasta.contigs.fa,73.68,14.51,64.0,2203948,70360
human1_HV-1_maxbin.034.fasta.contigs.fa,96.84,5.8,25.0,3131078,39705
human1_HV-1_maxbin.035.fasta.contigs.fa,81.71,2.97,10.53,4604164,98628
human1_HV-1_maxbin.036.fasta.contigs.fa,59.63,1.86,0.0,1625010,76626
human1_HV-1_maxbin.037.fasta.contigs.fa,81.28,3.0,0.0,2264137,66468
human1_HV-1_maxbin.040.fasta.contigs.fa,90.21,7.79,0.0,2667438,24556
human1_HV-1_maxbin.041.fasta.contigs.fa,97.02,8.0,5.88,2950463,17688
human1_HV-1_maxbin.042.fasta.contigs.fa,89.42,4.11,0.0,3488261,36151
human1_HV-1_maxbin.043.fasta_sub.contigs.fa,88.29,21.77,9.76,2473891,12727
human1_HV-1_maxbin.045.fasta.contigs.fa,93.86,37.84,2.78,3043708,5669
human1_HV-1_maxbin.049.fasta.contigs.fa,86.88,5.78,0.0,1717612,3790
human1_HV-1_metabat2.106.fa.contigs.fa,37.6,0.48,0.0,1019263,121625
human1_HV-1_metabat2.24.fa.contigs.fa,12.08,0.0,0.0,371235,53856
human1_HV-1_metabat2.80.fa.contigs.fa,29.43,0.63,0.0,859551,12217
human1_HV-20_maxbin.002.fasta.contigs.fa,44.42,0.0,0.0,2161762,106480
human1_HV-20_maxbin.004.fasta.contigs.fa,99.26,17.87,0.0,4913896,115772
human1_HV-20_maxbin.005.fasta.contigs.fa,98.37,0.0,0.0,2594823,48609
human1_HV-20_maxbin.006.fasta.contigs.fa,99.77,0.68,0.0,7139876,51334
human1_HV-20_maxbin.007.fasta.contigs.fa,43.99,2.11,33.33,1007761,18914
human1_HV-20_maxbin.008.fasta.contigs.fa,68.14,9.49,26.09,1420472,63138
human1_HV-20_maxbin.009.fasta_sub.contigs.fa,42.63,3.16,20.0,1010861,69522
human1_HV-20_maxbin.010.fasta.contigs.fa,98.25,57.66,10.53,5378952,10873
human1_HV-20_metabat2.26.fa.contigs.fa,20.8,0.0,0.0,391378,264218
human1_HV-21_maxbin.002.fasta.contigs.fa,86.68,2.01,0.0,2328645,80265
human1_HV-21_maxbin.003.fasta.contigs.fa,98.69,0.78,0.0,6990630,59198
human1_HV-21_maxbin.004.fasta.contigs.fa,99.97,0.49,0.0,4880785,181599
human1_HV-21_maxbin.005.fasta.contigs.fa,99.63,0.0,0.0,2396292,35396
human1_HV-21_maxbin.006.fasta.contigs.fa,96.11,0.0,0.0,1400379,194114
human1_HV-21_maxbin.007.fasta.contigs.fa,100.0,56.9,0.0,3261619,161056
human1_HV-21_maxbin.008.fasta.contigs.fa,92.39,0.0,0.0,3767309,456035
human1_HV-21_maxbin.009.fasta.contigs.fa,92.05,4.35,0.0,2358818,125315
human1_HV-22_maxbin.001.fasta.contigs.fa,92.59,3.58,42.42,4776303,24003
human1_HV-22_maxbin.002.fasta.contigs.fa,98.69,0.97,0.0,6997804,59191
human1_HV-22_maxbin.003.fasta.contigs.fa,78.89,18.03,2.38,4500713,185867
human1_HV-22_maxbin.004.fasta.contigs.fa,98.28,56.9,1.85,4700750,52809
human1_HV-22_maxbin.005.fasta.contigs.fa,97.38,12.57,7.32,1549258,189530
human1_HV-22_maxbin.006.fasta.contigs.fa,73.42,1.39,0.0,1384470,118376
human1_HV-22_maxbin.007.fasta.contigs.fa,64.27,1.27,0.0,1348951,2481
human1_HV-23_maxbin.001.fasta.contigs.fa,84.85,1.93,20.0,3183592,82836
human1_HV-23_maxbin.003.fasta.contigs.fa,98.08,1.74,16.67,3602363,55829
human1_HV-23_maxbin.004.fasta.contigs.fa,91.16,0.0,0.0,2875236,120603
human1_HV-23_maxbin.006.fasta.contigs.fa,98.63,0.68,0.0,2692665,88343
human1_HV-23_maxbin.007.fasta.contigs.fa,98.63,1.11,0.0,6803259,53561
human1_HV-23_maxbin.008.fasta.contigs.fa,90.6,0.34,22.22,2445937,123085
human1_HV-23_maxbin.010.fasta.contigs.fa,90.92,0.16,100.0,3133556,29965
human1_HV-23_maxbin.011.fasta.contigs.fa,75.87,2.82,25.0,2113700,57380
human1_HV-23_maxbin.012.fasta.contigs.fa,92.35,0.58,0.0,2247694,105729
human1_HV-23_maxbin.013.fasta.contigs.fa,62.39,0.19,100.0,2831335,23784
human1_HV-23_maxbin.014.fasta.contigs.fa,58.44,8.86,0.0,2011475,43390
human1_HV-23_maxbin.015.fasta.contigs.fa,56.49,0.63,0.0,2490278,42902
human1_HV-23_maxbin.017.fasta.contigs.fa,95.78,1.9,50.0,3129117,52530
human1_HV-23_maxbin.018.fasta.contigs.fa,62.49,2.03,35.29,3484973,35571
human1_HV-23_maxbin.020.fasta.contigs.fa,68.33,22.17,21.05,3671986,53017
human1_HV-23_maxbin.021.fasta.contigs.fa,98.25,25.2,26.47,3727837,64941
human1_HV-23_maxbin.023.fasta.contigs.fa,88.33,1.15,0.0,4263508,134342
human1_HV-23_maxbin.024.fasta.contigs.fa,85.76,6.67,11.11,2945792,56692
human1_HV-23_maxbin.025.fasta.contigs.fa,97.1,0.0,0.0,2448289,70723
human1_HV-23_maxbin.026.fasta.contigs.fa,94.62,0.91,16.67,3384430,65414
human1_HV-23_maxbin.027.fasta.contigs.fa,92.88,20.67,4.84,3120439,34821
human1_HV-23_maxbin.028.fasta.contigs.fa,97.32,6.63,11.54,2535427,43975
human1_HV-23_maxbin.031.fasta.contigs.fa,82.6,35.63,2.5,2378569,28657
human1_HV-23_maxbin.032.fasta_sub.contigs.fa,93.82,45.49,0.0,5840585,6733
human1_HV-23_maxbin.033.fasta.contigs.fa,51.75,8.72,0.0,1945773,27450
human1_HV-23_maxbin.035.fasta.contigs.fa,22.66,2.41,0.0,2418460,27500
human1_HV-23_maxbin.037.fasta.contigs.fa,96.31,6.15,0.0,2994949,38127
human1_HV-23_maxbin.038.fasta_sub.contigs.fa,29.16,3.12,27.27,2537457,6188
human1_HV-23_maxbin.039.fasta.contigs.fa,50.74,0.63,0.0,952121,28187
human1_HV-23_maxbin.040.fasta.contigs.fa,79.31,0.0,0.0,4167025,13774
human1_HV-23_maxbin.041.fasta.contigs.fa,95.63,1.29,0.0,1499219,21097
human1_HV-23_maxbin.045.fasta_sub.contigs.fa,77.98,35.2,0.0,3465695,3208
human1_HV-23_maxbin.047.fasta_sub.contigs.fa,53.51,3.68,0.0,1551679,6639
human1_HV-23_maxbin.050.fasta.contigs.fa,79.77,11.71,2.22,2154441,2854
human1_HV-23_maxbin.051.fasta.contigs.fa,73.67,3.57,9.09,1983085,3133
human1_HV-23_metabat2.116.fa.contigs.fa,69.7,0.37,0.0,2338771,16021
human1_HV-23_metabat2.39.fa.contigs.fa,67.35,0.0,0.0,1502956,146100
human1_HV-23_metabat2.97.fa.contigs.fa,50.71,1.73,20.0,1335382,9566
human1_HV-24_maxbin.002.fasta.contigs.fa,37.19,0.19,0.0,1790532,105085
human1_HV-24_maxbin.005.fasta.contigs.fa,69.78,1.45,66.67,1528859,23273
human1_HV-24_maxbin.006.fasta.contigs.fa,7.01,1.86,28.57,568250,57418
human1_HV-24_maxbin.008.fasta.contigs.fa,13.23,0.48,0.0,1789223,39972
human1_HV-24_maxbin.010.fasta.contigs.fa,90.63,3.78,10.0,2736124,58856
human1_HV-24_maxbin.011.fasta.contigs.fa,98.69,0.78,0.0,7090864,47895
human1_HV-24_maxbin.012.fasta.contigs.fa,59.49,0.0,0.0,1342480,69465
human1_HV-24_maxbin.013.fasta.contigs.fa,94.63,0.58,66.67,2669842,270231
human1_HV-24_maxbin.014.fasta.contigs.fa,91.16,0.0,0.0,2531501,128260
human1_HV-24_maxbin.015.fasta.contigs.fa,97.26,4.57,0.0,2855462,82698
human1_HV-24_maxbin.016.fasta.contigs.fa,93.83,2.53,0.0,2950630,17068
human1_HV-24_maxbin.018.fasta.contigs.fa,99.46,9.94,2.94,3872995,71150
human1_HV-24_maxbin.019.fasta.contigs.fa,99.25,0.38,0.0,3483541,232429
human1_HV-24_maxbin.020.fasta.contigs.fa,86.39,1.7,0.0,3131071,136720
human1_HV-24_maxbin.021.fasta_sub.contigs.fa,95.18,9.61,32.61,6038135,92471
human1_HV-24_maxbin.023.fasta.contigs.fa,93.66,7.66,0.0,3144169,59116
human1_HV-24_maxbin.024.fasta.contigs.fa,40.51,1.58,0.0,1596329,46109
human1_HV-24_maxbin.025.fasta.contigs.fa,83.16,3.49,18.75,4245171,106881
human1_HV-24_maxbin.026.fasta_sub.contigs.fa,57.32,1.01,0.0,1646477,42711
human1_HV-24_maxbin.027.fasta.contigs.fa,95.68,13.48,11.43,2814009,19906
human1_HV-24_maxbin.028.fasta.contigs.fa,55.02,11.4,0.0,3097717,13092
human1_HV-24_maxbin.031.fasta.contigs.fa,86.4,4.48,0.0,4497655,9638
human1_HV-24_maxbin.033.fasta_sub.contigs.fa,39.39,9.53,0.0,3767180,4739
human1_HV-24_maxbin.034.fasta.contigs.fa,61.23,7.07,4.55,2960962,4538
human1_HV-24_maxbin.036.fasta.contigs.fa,93.84,18.0,0.0,1969880,5930
human1_HV-24_maxbin.038.fasta.contigs.fa,86.74,2.44,8.11,3982118,5692
human1_HV-24_maxbin.040.fasta.contigs.fa,89.45,5.95,5.56,2773983,4692
human1_HV-24_maxbin.041.fasta.contigs.fa,67.64,9.06,11.36,2239618,3931
human1_HV-24_maxbin.042.fasta.contigs.fa,14.37,1.01,7.69,936816,3472
human1_HV-24_maxbin.043.fasta.contigs.fa,81.92,0.0,0.0,1893569,3805
human1_HV-24_maxbin.044.fasta.contigs.fa,91.1,2.06,11.11,1360342,4709
human1_HV-24_maxbin.046.fasta.contigs.fa,73.4,0.89,0.0,1425907,2848
human1_HV-24_maxbin.048.fasta.contigs.fa,69.83,2.04,0.0,1189099,2577
human1_HV-24_maxbin.050.fasta.contigs.fa,28.4,0.34,0.0,1183781,1857
human1_HV-24_maxbin.052.fasta.contigs.fa,34.05,3.88,0.0,813582,1815
human1_HV-24_metabat2.123.fa.contigs.fa,8.19,0.0,0.0,393816,46063
human1_HV-24_metabat2.128.fa.contigs.fa,20.89,0.0,0.0,393292,65592
human1_HV-24_metabat2.28.fa.contigs.fa,87.7,0.0,0.0,1085712,26321
human1_HV-24_metabat2.63.fa.contigs.fa,34.23,0.0,0.0,578974,53353
human1_HV-24_metabat2.82.fa.contigs.fa,11.11,0.0,0.0,321412,42254
human1_HV-2_maxbin.001.fasta.contigs.fa,30.38,3.16,0.0,1372519,81613
human1_HV-2_maxbin.002.fasta.contigs.fa,91.95,1.01,0.0,2111845,190902
human1_HV-2_maxbin.003.fasta.contigs.fa,39.18,6.54,0.0,2396743,64038
human1_HV-2_maxbin.004.fasta.contigs.fa,47.3,3.8,0.0,1734124,24454
human1_HV-2_maxbin.005.fasta.contigs.fa,76.74,1.45,66.67,2033010,68989
human1_HV-2_maxbin.006.fasta.contigs.fa,50.0,8.43,19.57,3258003,77910
human1_HV-2_maxbin.007.fasta.contigs.fa,96.38,5.33,6.67,2910754,64335
human1_HV-2_maxbin.008.fasta.contigs.fa,94.25,58.33,41.81,5967793,58012
human1_HV-2_maxbin.009.fasta.contigs.fa,86.06,1.27,0.0,3863995,41555
human1_HV-2_maxbin.010.fasta.contigs.fa,94.06,0.96,0.0,3137576,53776
human1_HV-2_maxbin.011.fasta.contigs.fa,82.76,30.51,69.81,4759850,59705
human1_HV-2_maxbin.013.fasta.contigs.fa,97.26,0.0,0.0,2707596,85755
human1_HV-2_maxbin.015.fasta.contigs.fa,98.64,0.0,0.0,2727318,121681
human1_HV-2_maxbin.016.fasta.contigs.fa,52.53,3.16,0.0,2557999,43584
human1_HV-2_maxbin.017.fasta.contigs.fa,46.84,8.23,0.0,2816404,79246
human1_HV-2_maxbin.018.fasta.contigs.fa,84.21,26.32,16.67,3029478,58593
human1_HV-2_maxbin.019.fasta.contigs.fa,86.21,1.52,0.0,5005979,100512
human1_HV-2_maxbin.020.fasta.contigs.fa,91.28,2.15,0.0,2361501,129013
human1_HV-2_maxbin.021.fasta.contigs.fa,87.34,36.6,6.25,3404305,49151
human1_HV-2_maxbin.023.fasta.contigs.fa,81.9,18.35,1.35,3241597,55724
human1_HV-2_maxbin.024.fasta.contigs.fa,85.87,0.0,0.0,3415374,455757
human1_HV-2_maxbin.025.fasta.contigs.fa,91.23,12.67,2.44,3613517,38261
human1_HV-2_maxbin.026.fasta.contigs.fa,95.57,21.31,6.98,3230986,50084
human1_HV-2_maxbin.027.fasta.contigs.fa,100.0,3.55,0.0,2483170,124248
human1_HV-2_maxbin.028.fasta.contigs.fa,94.23,10.45,6.9,2953127,84915
human1_HV-2_maxbin.029.fasta.contigs.fa,77.35,21.24,0.0,2615572,10949
human1_HV-2_maxbin.030.fasta.contigs.fa,91.61,45.21,4.31,3983033,19906
human1_HV-2_maxbin.031.fasta.contigs.fa,95.13,8.13,3.45,3860269,41029
human1_HV-2_maxbin.033.fasta.contigs.fa,94.59,0.82,36.36,4497827,26477
human1_HV-2_maxbin.034.fasta.contigs.fa,96.92,2.68,40.0,2696211,23951
human1_HV-2_maxbin.036.fasta_sub.contigs.fa,73.7,11.73,1.72,4664881,8653
human1_HV-2_maxbin.037.fasta.contigs.fa,68.31,18.22,2.27,3693981,3657
human1_HV-2_maxbin.038.fasta_sub.contigs.fa,55.17,12.82,0.0,2193918,5293
human1_HV-2_maxbin.039.fasta.contigs.fa,94.19,18.25,5.26,2678676,12205
human1_HV-2_maxbin.040.fasta_sub.contigs.fa,75.38,9.81,14.29,2826143,5434
human1_HV-2_maxbin.041.fasta.contigs.fa,91.42,3.75,15.79,6048882,6185
human1_HV-2_maxbin.044.fasta.contigs.fa,80.04,5.36,23.08,2350068,5859
human1_HV-2_maxbin.047.fasta_sub.contigs.fa,67.49,5.03,13.04,2259450,3275
human1_HV-2_maxbin.051.fasta.contigs.fa,15.11,1.09,0.0,423642,1602
human1_HV-2_metabat2.148.fa.contigs.fa,49.77,0.34,0.0,893872,11331
human1_HV-2_metabat2.47.fa.contigs.fa,15.57,0.0,0.0,276267,49892
