Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
human1_HV-24_maxbin.002.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,37.19,0.19,0.0,1790532,26615,1498,1498,105085,453,357,340,1939,1841,38.8,5.16,-100.0,-1,-1,278,213,1,0,0,0
human1_HV-24_maxbin.005.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,69.78,1.45,66.67,1528859,21108,1500,1500,23273,385,307,293,1732,1641,39.1,6.4,-100.0,-1,-1,115,302,3,0,0,0
human1_HV-24_maxbin.006.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,7.01,1.86,28.57,568250,7436,551,551,57418,397,297,284,1429,1360,38.0,4.65,-100.0,-1,-1,418,67,7,0,0,0
human1_HV-24_maxbin.008.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,13.23,0.48,0.0,1789223,24447,1906,1907,39972,372,279,266,2733,2571,38.5,6.89,-100.0,-1,-1,333,86,1,0,0,0
human1_HV-24_maxbin.010.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,90.63,3.78,10.0,2736124,34078,2565,2565,58856,388,316,303,2971,2799,38.6,6.45,-100.0,-1,-1,72,338,10,0,0,0
human1_HV-24_maxbin.011.fasta.contigs.fa,g__Pseudomonas (UID4550),78,1044,368,98.69,0.78,0.0,7090864,67180,6584,6584,47895,385,322,312,4315,4216,35.9,5.48,-100.0,-1,-1,13,1024,7,0,0,0
human1_HV-24_maxbin.012.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,59.49,0.0,0.0,1342480,16025,1354,1354,69465,368,288,277,2835,2696,39.2,6.15,-100.0,-1,-1,117,178,0,0,0,0
human1_HV-24_maxbin.013.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,94.63,0.58,66.67,2669842,42945,2537,2537,270231,386,317,300,2110,1997,39.2,5.53,-100.0,-1,-1,9,248,6,0,0,0
human1_HV-24_maxbin.014.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,91.16,0.0,0.0,2531501,26116,2445,2445,128260,375,302,292,1804,1715,36.4,6.41,-100.0,-1,-1,21,240,0,0,0,0
human1_HV-24_maxbin.015.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,97.26,4.57,0.0,2855462,39987,2743,2744,82698,384,307,293,3245,2925,39.3,6.54,-100.0,-1,-1,5,244,11,0,0,0
human1_HV-24_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,93.83,2.53,0.0,2950630,32914,2829,2829,17068,376,304,292,4390,4224,39.1,4.32,-100.0,-1,-1,14,258,6,0,0,0
human1_HV-24_maxbin.018.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,99.46,9.94,2.94,3872995,49914,3806,3806,71150,377,307,294,3746,3481,39.1,6.09,-100.0,-1,-1,2,386,31,1,0,0
human1_HV-24_maxbin.019.fasta.contigs.fa,o__Lactobacillales (UID544),293,473,265,99.25,0.38,0.0,3483541,42760,3346,3346,232429,369,306,293,3118,2943,34.0,6.87,-100.0,-1,-1,2,469,2,0,0,0
human1_HV-24_maxbin.020.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,86.39,1.7,0.0,3131071,32437,3161,3161,136720,373,297,287,2841,2684,36.6,5.48,-100.0,-1,-1,27,231,3,0,0,0
human1_HV-24_maxbin.021.fasta_sub.contigs.fa,o__Bacteroidales (UID2654),163,486,266,95.18,9.61,32.61,6038135,93451,5243,5243,92471,432,343,325,2693,2497,39.7,4.43,-100.0,-1,-1,53,398,31,3,1,0
human1_HV-24_maxbin.023.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,93.66,7.66,0.0,3144169,35780,2921,2921,59116,394,317,305,2366,2234,39.3,5.76,-100.0,-1,-1,14,317,22,1,0,0
human1_HV-24_maxbin.024.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,40.51,1.58,0.0,1596329,18833,1524,1524,46109,380,311,299,2777,2658,39.6,4.89,-100.0,-1,-1,150,125,3,0,0,0
human1_HV-24_maxbin.025.fasta.contigs.fa,o__Bacteroidales (UID2621),198,427,260,83.16,3.49,18.75,4245171,62545,3622,3622,106881,432,350,333,3266,3043,39.0,4.59,-100.0,-1,-1,69,342,16,0,0,0
human1_HV-24_maxbin.026.fasta_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,57.32,1.01,0.0,1646477,14314,1733,1733,42711,349,280,272,3127,3008,37.9,4.31,-100.0,-1,-1,127,134,2,0,0,0
human1_HV-24_maxbin.027.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,95.68,13.48,11.43,2814009,32144,2683,2683,19906,376,304,292,3391,3273,39.9,5.63,-100.0,-1,-1,9,243,23,2,1,0
human1_HV-24_maxbin.028.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,55.02,11.4,0.0,3097717,38712,3121,3121,13092,357,292,279,2425,2293,38.9,10.11,-100.0,-1,-1,59,37,7,0,0,0
human1_HV-24_maxbin.031.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,86.4,4.48,0.0,4497655,50415,4713,4713,9638,346,274,263,2517,2446,41.4,5.45,-100.0,-1,-1,65,202,11,0,0,0
human1_HV-24_maxbin.033.fasta_sub.contigs.fa,o__Bacteroidales (UID2657),160,492,269,39.39,9.53,0.0,3767180,55413,4223,4223,4739,337,256,243,1426,1338,39.2,7.8,-100.0,-1,-1,315,147,25,3,2,0
human1_HV-24_maxbin.034.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,61.23,7.07,4.55,2960962,44011,3152,3152,4538,364,282,268,2171,2073,38.8,4.87,-100.0,-1,-1,184,266,41,1,0,0
human1_HV-24_maxbin.036.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,93.84,18.0,0.0,1969880,19800,2152,2152,5930,339,273,264,1491,1417,35.9,5.31,-100.0,-1,-1,9,164,37,1,0,0
human1_HV-24_maxbin.038.fasta.contigs.fa,f__Enterobacteriaceae (UID5124),134,1173,336,86.74,2.44,8.11,3982118,46394,4458,4458,5692,331,266,255,1635,1480,36.1,5.59,-100.0,-1,-1,116,1020,37,0,0,0
human1_HV-24_maxbin.040.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,89.45,5.95,5.56,2773983,47931,3056,3056,4692,344,274,258,3108,2876,38.6,6.81,-100.0,-1,-1,45,202,15,1,0,0
human1_HV-24_maxbin.041.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,67.64,9.06,11.36,2239618,29883,2542,2542,3931,320,249,237,2004,1892,39.6,7.27,-100.0,-1,-1,75,151,35,1,1,0
human1_HV-24_maxbin.042.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,14.37,1.01,7.69,936816,8726,1139,1139,3472,322,237,229,1896,1825,37.7,4.5,-100.0,-1,-1,203,49,10,1,0,0
human1_HV-24_maxbin.043.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,81.92,0.0,0.0,1893569,15133,2087,2087,3805,333,268,261,1634,1544,35.0,3.16,-100.0,-1,-1,48,163,0,0,0,0
human1_HV-24_maxbin.044.fasta.contigs.fa,c__Epsilonproteobacteria (UID3065),111,445,271,91.1,2.06,11.11,1360342,28357,1663,1663,4709,309,254,237,1915,1665,40.1,3.57,-100.0,-1,-1,45,391,9,0,0,0
human1_HV-24_maxbin.046.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,73.4,0.89,0.0,1425907,12288,1686,1686,2848,314,248,241,1596,1558,39.1,3.32,-100.0,-1,-1,77,178,2,0,0,0
human1_HV-24_maxbin.048.fasta.contigs.fa,o__Selenomonadales (UID1024),64,334,167,69.83,2.04,0.0,1189099,13040,1459,1459,2577,307,247,238,1658,1561,37.7,5.2,-100.0,-1,-1,93,235,6,0,0,0
human1_HV-24_maxbin.050.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,28.4,0.34,0.0,1183781,13422,1527,1527,1857,302,230,221,2580,2418,36.8,5.59,-100.0,-1,-1,180,82,1,0,0,0
human1_HV-24_maxbin.052.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,34.05,3.88,0.0,813582,11287,1102,1102,1815,279,222,212,1610,1531,39.4,5.58,-100.0,-1,-1,175,80,8,0,0,0
human1_HV-24_metabat2.123.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,8.19,0.0,0.0,393816,4881,402,402,46063,363,285,272,1157,1116,40.9,4.77,-100.0,-1,-1,281,52,0,0,0,0
human1_HV-24_metabat2.128.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,20.89,0.0,0.0,393292,4536,371,371,65592,406,315,302,1768,1651,40.3,7.77,-100.0,-1,-1,203,75,0,0,0,0
human1_HV-24_metabat2.28.fa.contigs.fa,p__Firmicutes (UID1022),100,295,158,87.7,0.0,0.0,1085712,14262,1075,1075,26321,359,305,292,1453,1332,39.1,6.3,-100.0,-1,-1,49,246,0,0,0,0
human1_HV-24_metabat2.63.fa.contigs.fa,o__Clostridiales (UID1212),172,263,149,34.23,0.0,0.0,578974,4649,622,622,53353,337,274,267,1262,1213,38.7,5.41,-100.0,-1,-1,138,125,0,0,0,0
human1_HV-24_metabat2.82.fa.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,11.11,0.0,0.0,321412,3998,311,311,42254,388,298,285,1768,1647,39.2,5.33,-100.0,-1,-1,272,61,0,0,0,0
human1_HV-2_maxbin.001.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,30.38,3.16,0.0,1372519,16200,1424,1424,81613,346,278,266,2787,2669,39.2,6.17,-100.0,-1,-1,179,109,7,0,0,0
human1_HV-2_maxbin.002.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,91.95,1.01,0.0,2111845,33248,2079,2079,190902,371,299,283,2737,2544,39.1,7.31,-100.0,-1,-1,23,238,2,0,0,0
human1_HV-2_maxbin.003.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,39.18,6.54,0.0,2396743,31656,2275,2276,64038,387,314,300,5392,5087,38.8,5.32,-100.0,-1,-1,166,117,11,0,1,0
human1_HV-2_maxbin.004.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,47.3,3.8,0.0,1734124,26178,2064,2064,24454,322,243,231,2086,1910,39.6,5.49,-100.0,-1,-1,162,126,6,1,0,0
human1_HV-2_maxbin.005.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,76.74,1.45,66.67,2033010,25517,1853,1853,68989,408,329,315,2405,2280,39.3,6.34,-100.0,-1,-1,125,292,3,0,0,0
human1_HV-2_maxbin.006.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,50.0,8.43,19.57,3258003,48306,2834,2834,77910,444,345,328,2263,2138,38.9,4.85,-100.0,-1,-1,206,240,46,0,0,0
human1_HV-2_maxbin.007.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,96.38,5.33,6.67,2910754,42930,2684,2684,64335,394,323,307,1793,1713,38.9,5.88,-100.0,-1,-1,15,390,15,0,0,0
human1_HV-2_maxbin.008.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,94.25,58.33,41.81,5967793,89279,5105,5105,58012,429,351,334,2249,2129,38.9,5.12,-100.0,-1,-1,35,226,197,34,0,0
human1_HV-2_maxbin.009.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,86.06,1.27,0.0,3863995,49754,3560,3561,41555,392,315,301,2997,2851,39.9,7.1,-100.0,-1,-1,37,239,2,0,0,0
human1_HV-2_maxbin.010.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,94.06,0.96,0.0,3137576,35816,2974,2974,53776,384,312,300,2366,2234,39.3,5.31,-100.0,-1,-1,21,330,3,0,0,0
human1_HV-2_maxbin.011.fasta.contigs.fa,k__Bacteria (UID203),5449,103,58,82.76,30.51,69.81,4759850,75879,3877,3877,59705,458,371,351,2396,2272,39.1,4.24,-100.0,-1,-1,11,45,44,3,0,0
human1_HV-2_maxbin.013.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,97.26,0.0,0.0,2707596,37862,2584,2585,85755,385,310,295,3245,2925,39.3,6.59,-100.0,-1,-1,5,255,0,0,0,0
human1_HV-2_maxbin.015.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,98.64,0.0,0.0,2727318,28289,2627,2627,121681,379,305,294,2331,2249,36.3,6.8,-100.0,-1,-1,2,259,0,0,0,0
human1_HV-2_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,52.53,3.16,0.0,2557999,32792,2332,2332,43584,389,316,302,2961,2776,40.1,6.0,-100.0,-1,-1,129,143,6,0,0,0
human1_HV-2_maxbin.017.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,46.84,8.23,0.0,2816404,33638,2706,2706,79246,390,306,294,2925,2703,38.7,6.45,-100.0,-1,-1,132,131,14,1,0,0
human1_HV-2_maxbin.018.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,84.21,26.32,16.67,3029478,37616,2880,2880,58593,380,309,296,2995,2853,40.3,6.48,-100.0,-1,-1,9,64,30,0,0,0
human1_HV-2_maxbin.019.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,86.21,1.52,0.0,5005979,57362,4762,4762,100512,374,301,289,3067,2937,41.2,6.11,-100.0,-1,-1,61,289,4,0,0,0
human1_HV-2_maxbin.020.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,91.28,2.15,0.0,2361501,38547,2198,2198,129013,389,326,308,2110,1997,39.2,6.31,-100.0,-1,-1,14,243,6,0,0,0
human1_HV-2_maxbin.021.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,87.34,36.6,6.25,3404305,37576,3079,3079,49151,391,323,311,4532,4362,39.7,4.82,-100.0,-1,-1,24,162,90,2,0,0
human1_HV-2_maxbin.023.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,81.9,18.35,1.35,3241597,40866,3043,3043,55724,386,311,298,2019,1870,39.5,5.33,-100.0,-1,-1,53,235,62,4,0,0
human1_HV-2_maxbin.024.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,311,184,85.87,0.0,0.0,3415374,39077,3278,3278,455757,368,305,293,3344,3121,35.8,7.75,-100.0,-1,-1,56,255,0,0,0,0
human1_HV-2_maxbin.025.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,91.23,12.67,2.44,3613517,46478,3660,3660,38261,360,288,275,3289,3009,40.1,5.73,-100.0,-1,-1,26,268,38,1,0,0
human1_HV-2_maxbin.026.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,95.57,21.31,6.98,3230986,36794,3019,3019,50084,380,309,297,3391,3273,39.9,6.02,-100.0,-1,-1,12,225,40,1,0,0
human1_HV-2_maxbin.027.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,100.0,3.55,0.0,2483170,19968,2213,2213,124248,407,328,319,4041,3833,35.5,6.08,-100.0,-1,-1,0,199,12,0,0,0
human1_HV-2_maxbin.028.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,94.23,10.45,6.9,2953127,25775,3114,3114,84915,343,278,269,3127,3008,38.1,4.58,-100.0,-1,-1,11,223,29,0,0,0
human1_HV-2_maxbin.029.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,77.35,21.24,0.0,2615572,25866,2839,2839,10949,342,267,258,1894,1827,35.3,8.52,-100.0,-1,-1,25,48,31,0,0,0
human1_HV-2_maxbin.030.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,91.61,45.21,4.31,3983033,47095,3927,3927,19906,373,304,292,3322,3174,40.5,6.67,-100.0,-1,-1,27,169,71,7,4,0
human1_HV-2_maxbin.031.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,95.13,8.13,3.45,3860269,44794,3830,3830,41029,367,309,297,3718,3505,41.1,5.85,-100.0,-1,-1,12,296,23,2,0,0
human1_HV-2_maxbin.033.fasta.contigs.fa,f__Enterobacteriaceae (UID5124),134,1173,336,94.59,0.82,36.36,4497827,53037,4353,4353,26477,374,306,294,4233,3941,36.1,7.05,-100.0,-1,-1,54,1108,11,0,0,0
human1_HV-2_maxbin.034.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,96.92,2.68,40.0,2696211,48007,2464,2464,23951,411,334,314,13269,12244,38.4,6.33,-100.0,-1,-1,39,219,5,0,0,0
human1_HV-2_maxbin.036.fasta_sub.contigs.fa,o__Bacteroidales (UID2621),198,427,260,73.7,11.73,1.72,4664881,67481,4775,4775,8653,377,293,279,2484,2293,38.9,5.11,-100.0,-1,-1,138,239,46,4,0,0
human1_HV-2_maxbin.037.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,68.31,18.22,2.27,3693981,60022,4643,4643,3657,291,226,213,1453,1332,40.1,6.19,-100.0,-1,-1,104,164,20,6,1,0
human1_HV-2_maxbin.038.fasta_sub.contigs.fa,k__Bacteria (UID203),5449,104,58,55.17,12.82,0.0,2193918,23012,2516,2516,5293,326,251,241,3019,2833,36.8,5.4,-100.0,-1,-1,28,39,34,3,0,0
human1_HV-2_maxbin.039.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.19,18.25,5.26,2678676,33354,2760,2760,12205,356,287,275,4108,3853,39.6,6.37,-100.0,-1,-1,18,266,45,4,0,0
human1_HV-2_maxbin.040.fasta_sub.contigs.fa,o__Lactobacillales (UID544),293,475,267,75.38,9.81,14.29,2826143,35807,3272,3272,5434,303,241,230,1513,1414,35.2,7.2,-100.0,-1,-1,120,305,47,3,0,0
human1_HV-2_maxbin.041.fasta.contigs.fa,g__Pseudomonas (UID4550),78,1044,368,91.42,3.75,15.79,6048882,57273,6371,6371,6185,345,287,278,3083,2848,35.9,5.22,-100.0,-1,-1,103,907,32,2,0,0
human1_HV-2_maxbin.044.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,80.04,5.36,23.08,2350068,38542,2589,2589,5859,339,276,261,1755,1635,39.2,7.34,-100.0,-1,-1,61,189,13,0,0,0
human1_HV-2_maxbin.047.fasta_sub.contigs.fa,o__Lactobacillales (UID544),293,473,265,67.49,5.03,13.04,2259450,26901,2690,2690,3275,313,252,242,1193,1146,34.1,7.69,-100.0,-1,-1,152,298,23,0,0,0
human1_HV-2_maxbin.051.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,15.11,1.09,0.0,423642,5802,522,522,1602,327,249,238,1229,1174,37.2,7.92,-100.0,-1,-1,209,46,8,0,0,0
human1_HV-2_metabat2.148.fa.contigs.fa,o__Clostridiales (UID1212),172,263,149,49.77,0.34,0.0,893872,8930,859,859,11331,363,298,288,1586,1475,37.9,5.83,-100.0,-1,-1,151,111,1,0,0,0
human1_HV-2_metabat2.47.fa.contigs.fa,o__Selenomonadales (UID1024),64,334,167,15.57,0.0,0.0,276267,3056,276,276,49892,370,305,294,1619,1555,37.3,6.49,-100.0,-1,-1,267,67,0,0,0,0
human1_HV-2_metabat2.80.fa.contigs.fa,o__Lactobacillales (UID544),293,475,267,19.48,0.0,0.0,392314,4836,372,372,29771,361,303,290,2082,1945,34.9,6.23,-100.0,-1,-1,366,109,0,0,0,0
human1_HV-2_metabat2.87.fa.contigs.fa,o__Bacteroidales (UID2621),198,427,260,18.93,0.0,0.0,836918,12467,683,683,27415,460,373,354,1543,1464,39.3,5.76,-100.0,-1,-1,315,112,0,0,0,0
human1_HV-3_maxbin.002.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,36.25,0.37,100.0,1556692,23547,1265,1265,100488,472,371,352,1962,1873,38.8,4.94,-100.0,-1,-1,271,220,1,0,0,0
human1_HV-3_maxbin.003.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,44.83,0.0,0.0,3021625,44490,2559,2559,134302,424,357,340,1729,1615,39.2,4.83,-100.0,-1,-1,74,30,0,0,0,0
human1_HV-3_maxbin.004.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,47.47,0.0,0.0,1349063,15534,1361,1361,95433,347,286,275,2221,2055,39.2,5.12,-100.0,-1,-1,141,154,0,0,0,0
human1_HV-3_maxbin.005.fasta.contigs.fa,o__Bacteroidales (UID2654),163,486,266,52.95,10.1,2.78,1469114,20929,1474,1474,25706,375,299,285,5392,5087,39.7,6.08,-100.0,-1,-1,219,207,54,6,0,0
human1_HV-3_maxbin.006.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,72.98,21.87,21.9,3734405,58953,3226,3226,15563,433,352,333,1986,1890,39.2,4.41,-100.0,-1,-1,126,269,93,4,0,0
human1_HV-3_maxbin.007.fasta.contigs.fa,o__Lactobacillales (UID543),294,471,264,99.8,0.76,0.0,2485280,37918,2562,2562,171782,345,281,266,2100,1948,35.1,6.29,-100.0,-1,-1,2,464,5,0,0,0
human1_HV-3_maxbin.008.fasta.contigs.fa,o__Selenomonadales (UID1024),64,334,167,20.56,1.2,100.0,1423660,18436,1443,1443,14593,378,289,277,2971,2799,38.0,3.53,-100.0,-1,-1,249,83,2,0,0,0
human1_HV-3_maxbin.010.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,98.66,1.68,0.0,2058679,32518,1966,1966,227853,376,309,293,2737,2544,39.2,6.59,-100.0,-1,-1,2,258,3,0,0,0
human1_HV-3_maxbin.012.fasta.contigs.fa,g__Bacteroides (UID2691),33,839,309,29.53,6.48,31.75,2862819,41531,3138,3139,14621,359,271,257,2787,2669,38.8,5.68,-100.0,-1,-1,601,202,27,6,3,0
human1_HV-3_maxbin.013.fasta.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,94.71,2.8,20.0,3330755,42180,3117,3117,64078,390,320,306,2733,2571,39.1,6.42,-100.0,-1,-1,24,381,15,0,0,0
human1_HV-3_maxbin.014.fasta.contigs.fa,o__Clostridiales (UID1212),172,261,147,100.0,0.0,0.0,2818453,29216,2734,2734,121681,377,303,292,2305,2225,36.4,6.66,-100.0,-1,-1,0,261,0,0,0,0
human1_HV-3_maxbin.016.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,97.32,0.0,0.0,2694397,43108,2591,2591,237969,381,313,297,2110,1997,39.2,6.27,-100.0,-1,-1,5,258,0,0,0,0
human1_HV-3_maxbin.017.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,79.75,12.03,14.29,2821272,31654,2627,2627,23785,376,313,301,4532,4363,39.6,4.02,-100.0,-1,-1,58,192,28,0,0,0
human1_HV-3_maxbin.018.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,87.97,6.22,12.5,2652157,30583,2409,2409,53624,387,317,304,2354,2203,39.9,4.99,-100.0,-1,-1,28,226,24,0,0,0
human1_HV-3_maxbin.019.fasta_sub.contigs.fa,o__Clostridiales (UID1226),155,278,158,50.0,7.59,44.44,1733318,21594,1555,1555,38088,402,325,311,2694,2569,39.8,6.51,-100.0,-1,-1,119,134,24,1,0,0
human1_HV-3_maxbin.021.fasta.contigs.fa,p__Proteobacteria (UID3887),1487,256,161,65.22,0.62,0.0,1289213,12662,1097,1097,183893,413,339,328,1894,1827,34.6,8.37,-100.0,-1,-1,90,165,1,0,0,0
human1_HV-3_maxbin.022.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,88.51,2.09,0.0,5538476,63505,5368,5368,94118,372,296,284,3177,3068,40.8,5.72,-100.0,-1,-1,40,309,5,0,0,0
human1_HV-3_maxbin.023.fasta.contigs.fa,k__Bacteria (UID203),5449,103,57,96.49,27.32,55.56,6458251,89328,6507,6507,25477,373,289,275,3292,3012,39.8,5.24,-100.0,-1,-1,2,65,36,0,0,0
human1_HV-3_maxbin.024.fasta.contigs.fa,o__Clostridiales (UID1212),172,260,146,97.26,0.77,0.0,2756665,38629,2621,2622,88343,386,310,296,3245,2925,39.3,6.47,-100.0,-1,-1,5,249,6,0,0,0
human1_HV-3_maxbin.025.fasta.contigs.fa,p__Firmicutes (UID1022),100,295,158,96.11,5.38,0.0,4025341,62964,4674,4674,12420,315,246,233,2102,1922,40.5,5.89,-100.0,-1,-1,9,280,5,0,0,1
human1_HV-3_maxbin.026.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,79.53,2.01,0.0,2556192,22790,2613,2613,92772,360,286,278,3127,3008,38.1,4.85,-100.0,-1,-1,43,214,6,0,0,0
human1_HV-3_maxbin.027.fasta.contigs.fa,o__Clostridiales (UID1226),155,278,158,99.58,14.5,0.0,3753497,43977,3516,3516,113830,396,314,302,2455,2359,39.1,6.66,-100.0,-1,-1,2,241,31,4,0,0
human1_HV-3_maxbin.028.fasta.contigs.fa,o__Bacteroidales (UID2657),160,492,269,91.03,19.65,11.11,5624767,87265,5255,5255,15911,412,320,303,2303,2158,38.9,4.77,-100.0,-1,-1,60,354,72,6,0,0
human1_HV-3_maxbin.029.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,90.32,1.31,0.0,2461783,19651,2147,2147,65080,413,334,324,4041,3833,35.5,5.3,-100.0,-1,-1,37,170,4,0,0,0
human1_HV-3_maxbin.032.fasta.contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.39,7.08,9.52,2523419,32009,2409,2409,29123,387,310,297,4108,3853,39.5,6.45,-100.0,-1,-1,20,294,18,1,0,0
human1_HV-3_maxbin.033.fasta.contigs.fa,o__Clostridiales (UID1212),172,263,149,96.64,3.69,0.0,3168480,56361,2974,2974,31177,406,321,302,13361,12332,38.2,5.88,-100.0,-1,-1,8,248,7,0,0,0
human1_HV-3_maxbin.034.fasta.contigs.fa,k__Bacteria (UID203),5449,104,58,55.17,12.34,3.03,2341068,25024,2876,2876,3021,317,239,230,2825,2668,36.8,5.69,-100.0,-1,-1,29,48,24,3,0,0
human1_HV-3_maxbin.036.fasta.contigs.fa,o__Clostridiales (UID1212),172,257,149,90.04,1.9,0.0,1930096,16987,1987,1987,11768,360,284,275,1596,1558,39.0,6.2,-100.0,-1,-1,24,228,4,1,0,0
human1_HV-3_maxbin.037.fasta.contigs.fa,c__Gammaproteobacteria (UID4442),899,311,184,90.01,1.73,14.29,3407933,38496,3364,3364,18165,359,297,286,2449,2241,35.9,7.75,-100.0,-1,-1,65,239,7,0,0,0
human1_HV-3_maxbin.038.fasta.contigs.fa,p__Actinobacteria (UID2112),31,211,124,91.01,5.9,0.0,1883431,18786,1915,1915,12578,358,290,280,1584,1518,35.7,5.14,-100.0,-1,-1,16,173,18,4,0,0
human1_HV-3_maxbin.041.fasta_sub.contigs.fa,o__Clostridiales (UID1212),172,263,149,59.61,19.74,9.3,2202685,28421,2605,2605,4594,306,242,231,1699,1637,39.9,6.22,-100.0,-1,-1,92,117,38,16,0,0
human1_HV-3_maxbin.050.fasta.contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,55.88,8.63,6.25,2551930,31719,3115,3115,3103,304,240,230,2325,2199,38.7,10.53,-100.0,-1,-1,140,184,29,1,0,0
human1_HV-3_metabat2.13.fa.contigs.fa,o__Clostridiales (UID1226),155,278,158,9.47,0.0,0.0,271962,3297,258,258,90963,350,307,294,1266,1209,40.8,0.0,-100.0,-1,-1,228,50,0,0,0,0
human1_HV-3_metabat2.40.fa.contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,9.18,0.0,0.0,424316,5805,431,431,90306,349,292,279,1352,1258,38.7,2.35,-100.0,-1,-1,349,71,0,0,0,0
