Gene_1	Gene_2	Gene_1_group	Gene_2_group	Identity	end_match	full_length_match
D38_maxbin.009.fasta.contigs_00918	D38_maxbin.012.fasta.contigs_01215	E	F	93.819	no	yes
D38_maxbin.009.fasta.contigs_00953	C-1_maxbin.019.fasta.contigs_01599	E	L	91.86	no	yes
D38_maxbin.009.fasta.contigs_01329	C-1_maxbin.005.fasta.contigs_01688	E	D	88.355	no	no
D38_maxbin.009.fasta.contigs_02343	D43_maxbin.161.fasta.contigs_03096	E	BS	97.368	no	yes
D38_maxbin.009.fasta.contigs_02352	D38_maxbin.001.fasta.contigs_01598	E	AG	73.641	no	no
D38_maxbin.009.fasta.contigs_03513	D43_maxbin.161.fasta.contigs_00402	E	BS	97.98	no	no
D38_maxbin.010.fasta.contigs_03287	C-1_maxbin.049.fasta.contigs_03082	G	Z	99.467	no	no
D38_maxbin.011.fasta.contigs_00113	D43_maxbin.067.fasta.contigs_00775	AK	O	89.775	yes	no
D38_maxbin.011.fasta.contigs_00114	D43_maxbin.034.fasta.contigs_01778	AK	A	91.253	no	no
D38_maxbin.011.fasta.contigs_00119	C-1_metabat2.52.fa_sub.contigs_00516	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_00129	C-1_metabat2.52.fa_sub.contigs_00235	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_00211	C-1_metabat2.52.fa_sub.contigs_00039	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_00212	C-1_metabat2.52.fa_sub.contigs_00038	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_00318	D43_maxbin.009.fasta.contigs_00706	AK	Q	85.441	no	no
D38_maxbin.011.fasta.contigs_00319	C-1_maxbin.039.fasta_sub.contigs_00878	AK	W	90.722	no	no
D38_maxbin.011.fasta.contigs_00320	D43_maxbin.009.fasta.contigs_00704	AK	Q	84.929	no	no
D38_maxbin.011.fasta.contigs_00537	D43_maxbin.067.fasta.contigs_00445	AK	O	94.231	no	yes
D38_maxbin.011.fasta.contigs_00538	D43_maxbin.067.fasta.contigs_00444	AK	O	93.839	no	yes
D38_maxbin.011.fasta.contigs_00539	D43_maxbin.067.fasta.contigs_00443	AK	O	91.667	no	yes
D38_maxbin.011.fasta.contigs_00541	D43_maxbin.067.fasta.contigs_00441	AK	O	94.125	no	yes
D38_maxbin.011.fasta.contigs_00542	D43_maxbin.067.fasta.contigs_00440	AK	O	94.139	no	yes
D38_maxbin.011.fasta.contigs_00543	D43_maxbin.067.fasta.contigs_00439	AK	O	94.048	no	yes
D38_maxbin.011.fasta.contigs_00544	D43_maxbin.067.fasta.contigs_00438	AK	O	91.299	no	yes
D38_maxbin.011.fasta.contigs_00545	D43_maxbin.067.fasta.contigs_00437	AK	O	93.381	no	yes
D38_maxbin.011.fasta.contigs_00546	D43_maxbin.067.fasta.contigs_00436	AK	O	94.118	no	yes
D38_maxbin.011.fasta.contigs_00547	D43_maxbin.067.fasta.contigs_00435	AK	O	91.954	no	yes
D38_maxbin.011.fasta.contigs_00548	D43_maxbin.067.fasta.contigs_00434	AK	O	94.55	no	yes
D38_maxbin.011.fasta.contigs_00549	D43_maxbin.067.fasta.contigs_00433	AK	O	94.044	no	yes
D38_maxbin.011.fasta.contigs_00550	D43_maxbin.067.fasta.contigs_00432	AK	O	92.593	no	yes
D38_maxbin.011.fasta.contigs_00552	D43_maxbin.067.fasta.contigs_00430	AK	O	91.414	no	yes
D38_maxbin.011.fasta.contigs_00682	C-1_metabat2.52.fa_sub.contigs_00113	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_00707	C-1_maxbin.035.fasta.contigs_00873	AK	T	97.214	no	no
D38_maxbin.011.fasta.contigs_00730	D43_maxbin.067.fasta.contigs_01134	AK	O	94.841	no	no
D38_maxbin.011.fasta.contigs_00734	D43_maxbin.067.fasta.contigs_00895	AK	O	91.199	no	yes
D38_maxbin.011.fasta.contigs_00968	D43_maxbin.025.fasta.contigs_01574	AK	AU	87.384	no	no
D38_maxbin.011.fasta.contigs_00970	C-1_maxbin.004.fasta.contigs_02292	AK	C	94.326	no	yes
D38_maxbin.011.fasta.contigs_00975	C-1_maxbin.016.fasta.contigs_00547	AK	I	93.018	no	yes
D38_maxbin.011.fasta.contigs_01121	D43_maxbin.035.fasta.contigs_00053	AK	AZ	81.279	no	no
D38_maxbin.011.fasta.contigs_01139	C-1_maxbin.018.fasta.contigs_00165	AK	K	89.392	no	no
D38_maxbin.011.fasta.contigs_01141	C-1_maxbin.018.fasta.contigs_00162	AK	K	93.562	no	no
D38_maxbin.011.fasta.contigs_01144	C-1_maxbin.015.fasta.contigs_01627	AK	H	92.407	no	yes
D38_maxbin.011.fasta.contigs_01149	C-1_metabat2.52.fa_sub.contigs_00270	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_01161	C-1_metabat2.52.fa_sub.contigs_00103	AK	AE	99.438	no	yes
D38_maxbin.011.fasta.contigs_01299	C-1_maxbin.051.fasta.contigs_00718	AK	AA	79.641	no	no
D38_maxbin.011.fasta.contigs_01320	C-1_metabat2.52.fa_sub.contigs_00054	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_01321	C-1_metabat2.52.fa_sub.contigs_00053	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_01323	C-1_maxbin.015.fasta.contigs_01173	AK	H	91.941	no	yes
D38_maxbin.011.fasta.contigs_01329	C-1_maxbin.015.fasta.contigs_00885	AK	H	100.0	yes	no
D38_maxbin.011.fasta.contigs_01330	C-1_maxbin.015.fasta.contigs_00150	AK	H	100.0	yes	no
D38_maxbin.011.fasta.contigs_01331	C-1_metabat2.52.fa_sub.contigs_00159	AK	AE	99.871	no	yes
D38_maxbin.011.fasta.contigs_01345	D43_maxbin.067.fasta.contigs_00688	AK	O	91.816	no	yes
D38_maxbin.011.fasta.contigs_01347	D43_maxbin.067.fasta.contigs_00690	AK	O	93.878	no	yes
D38_maxbin.011.fasta.contigs_01349	D43_maxbin.067.fasta.contigs_00692	AK	O	94.366	no	yes
D38_maxbin.011.fasta.contigs_01352	D43_maxbin.067.fasta.contigs_00695	AK	O	94.521	no	yes
D38_maxbin.011.fasta.contigs_01390	D43_maxbin.005.fasta.contigs_00801	AK	AO	80.237	no	no
D38_maxbin.011.fasta.contigs_01446	D43_maxbin.009.fasta.contigs_02311	AK	Q	95.238	no	no
D38_maxbin.011.fasta.contigs_01452	D43_maxbin.025.fasta.contigs_03437	AK	AU	100.0	no	no
D38_maxbin.011.fasta.contigs_01573	C-1_metabat2.52.fa_sub.contigs_00248	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_01575	C-1_metabat2.52.fa_sub.contigs_00246	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_01656	D43_maxbin.007.fasta.contigs_01566	AK	AQ	83.824	no	no
D38_maxbin.011.fasta.contigs_01658	D43_maxbin.047.fasta.contigs_00237	AK	BD	99.6	no	yes
D38_maxbin.011.fasta.contigs_01659	D43_maxbin.047.fasta.contigs_01735	AK	BD	89.185	no	yes
D38_maxbin.011.fasta.contigs_01816	C-1_maxbin.019.fasta.contigs_00207	AK	L	78.136	no	no
D38_maxbin.011.fasta.contigs_02018	D38_maxbin.009.fasta.contigs_01944	AK	E	92.949	no	no
D38_maxbin.011.fasta.contigs_02021	C-1_maxbin.004.fasta.contigs_00871	AK	C	82.524	no	no
D38_maxbin.011.fasta.contigs_02189	D43_maxbin.046.fasta.contigs_00572	AK	D	81.623	no	no
D38_maxbin.011.fasta.contigs_02268	D43_maxbin.007.fasta.contigs_01029	AK	AQ	92.473	no	no
D38_maxbin.011.fasta.contigs_02269	C-1_maxbin.004.fasta.contigs_01958	AK	C	92.911	no	no
D38_maxbin.011.fasta.contigs_02303	C-1_maxbin.004.fasta.contigs_01923	AK	C	88.901	no	no
D38_maxbin.011.fasta.contigs_02360	D43_maxbin.120.fasta.contigs_00426	AK	AQ	78.0	no	no
D38_maxbin.011.fasta.contigs_02401	C-1_maxbin.023.fasta.contigs_01324	AK	N	79.348	no	no
D38_maxbin.011.fasta.contigs_02516	C-1_maxbin.023.fasta.contigs_01170	AK	N	80.583	no	no
D38_maxbin.011.fasta.contigs_02623	C-1_maxbin.004.fasta.contigs_01893	AK	C	86.27	no	no
D38_maxbin.011.fasta.contigs_02643	D43_maxbin.067.fasta.contigs_00562	AK	O	93.004	no	yes
D38_maxbin.011.fasta.contigs_02644	D43_maxbin.067.fasta.contigs_00561	AK	O	91.247	no	yes
D38_maxbin.011.fasta.contigs_02645	D43_maxbin.067.fasta.contigs_00992	AK	O	90.789	no	yes
D38_maxbin.011.fasta.contigs_02706	D43_maxbin.005.fasta.contigs_01044	AK	AO	86.215	no	no
D38_maxbin.011.fasta.contigs_02799	D43_maxbin.035.fasta.contigs_01418	AK	AZ	84.384	no	no
D38_maxbin.011.fasta.contigs_02816	C-1_maxbin.015.fasta.contigs_01551	AK	H	86.184	no	no
D38_maxbin.011.fasta.contigs_02836	D43_maxbin.067.fasta.contigs_00953	AK	O	90.588	no	yes
D38_maxbin.011.fasta.contigs_02870	D43_maxbin.047.fasta.contigs_01897	AK	BD	91.87	no	no
D38_maxbin.011.fasta.contigs_02911	D43_maxbin.007.fasta.contigs_01566	AK	AQ	88.014	no	no
D38_maxbin.011.fasta.contigs_02964	C-1_maxbin.037.fasta.contigs_01463	AK	U	95.178	no	no
D38_maxbin.011.fasta.contigs_03229	D43_maxbin.047.fasta.contigs_00741	AK	BD	100.0	no	yes
D38_maxbin.011.fasta.contigs_03231	C-1_maxbin.004.fasta.contigs_02659	AK	C	89.006	no	no
D38_maxbin.011.fasta.contigs_03254	C-1_metabat2.52.fa_sub.contigs_00019	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_03339	C-1_maxbin.016.fasta.contigs_01922	AK	I	95.035	no	yes
D38_maxbin.011.fasta.contigs_03340	D43_maxbin.005.fasta.contigs_01302	AK	AO	92.958	no	yes
D38_maxbin.011.fasta.contigs_03342	D43_maxbin.005.fasta.contigs_01630	AK	AO	100.0	no	yes
D38_maxbin.011.fasta.contigs_03343	D43_maxbin.005.fasta.contigs_01631	AK	AO	100.0	no	yes
D38_maxbin.011.fasta.contigs_03344	D43_maxbin.005.fasta.contigs_00636	AK	AO	90.106	no	yes
D38_maxbin.011.fasta.contigs_03345	D43_maxbin.005.fasta.contigs_01858	AK	AO	99.738	no	yes
D38_maxbin.011.fasta.contigs_03350	C-1_maxbin.016.fasta.contigs_00454	AK	I	94.012	no	no
D38_maxbin.011.fasta.contigs_03512	C-1_metabat2.52.fa_sub.contigs_00474	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_03559	C-1_maxbin.015.fasta.contigs_01607	AK	H	90.571	no	no
D38_maxbin.011.fasta.contigs_03706	D43_metabat2.147.fa.contigs_00249	AK	BU	80.981	no	no
D38_maxbin.011.fasta.contigs_03719	D43_maxbin.025.fasta.contigs_03437	AK	AU	87.843	no	no
D38_maxbin.011.fasta.contigs_03832	C-1_metabat2.52.fa_sub.contigs_00258	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_04255	C-1_metabat2.52.fa_sub.contigs_00496	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_04256	C-1_metabat2.52.fa_sub.contigs_00495	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_04354	D43_maxbin.067.fasta.contigs_00776	AK	O	92.738	no	no
D38_maxbin.011.fasta.contigs_04364	C-1_metabat2.52.fa_sub.contigs_00156	AK	AE	100.0	no	yes
D38_maxbin.011.fasta.contigs_04466	D43_maxbin.065.fasta.contigs_02582	AK	BH	78.194	no	no
D38_maxbin.012.fasta.contigs_00422	D43_maxbin.145.fasta.contigs_01684	F	BQ	100.0	no	yes
D38_maxbin.012.fasta.contigs_01607	C-1_maxbin.004.fasta.contigs_02335	F	C	100.0	no	yes
D43_maxbin.007.fasta.contigs_00242	C-1_maxbin.041.fasta.contigs_00556	AQ	X	81.019	no	no
D43_maxbin.007.fasta.contigs_00380	D43_maxbin.018.fasta.contigs_00650	AQ	D	98.182	yes	no
D43_maxbin.007.fasta.contigs_00391	D43_maxbin.025.fasta.contigs_03486	AQ	AU	80.392	no	no
D43_maxbin.007.fasta.contigs_00611	D43_maxbin.018.fasta.contigs_00794	AQ	D	84.038	no	no
D43_maxbin.007.fasta.contigs_00614	C-1_maxbin.004.fasta.contigs_00803	AQ	C	83.507	no	no
D43_maxbin.007.fasta.contigs_00881	C-1_metabat2.104.fa.contigs_00146	AQ	AC	79.812	no	no
D43_maxbin.007.fasta.contigs_00905	D43_maxbin.025.fasta.contigs_03411	AQ	AU	82.316	no	no
D43_maxbin.007.fasta.contigs_00964	D43_maxbin.025.fasta.contigs_00766	AQ	AU	85.081	no	yes
D43_maxbin.007.fasta.contigs_00965	D43_maxbin.025.fasta.contigs_00765	AQ	AU	82.676	no	yes
D43_maxbin.007.fasta.contigs_00967	D43_maxbin.025.fasta.contigs_00763	AQ	AU	83.578	no	yes
D43_maxbin.007.fasta.contigs_00968	D43_maxbin.025.fasta.contigs_00762	AQ	AU	85.464	no	yes
D43_maxbin.007.fasta.contigs_00969	D43_maxbin.025.fasta.contigs_00761	AQ	AU	86.047	no	yes
D43_maxbin.007.fasta.contigs_00972	D43_maxbin.025.fasta.contigs_00758	AQ	AU	83.06	no	yes
D43_maxbin.007.fasta.contigs_00974	D43_maxbin.025.fasta.contigs_00756	AQ	AU	86.345	no	yes
D43_maxbin.007.fasta.contigs_00976	D43_maxbin.025.fasta.contigs_00754	AQ	AU	85.302	no	yes
D43_maxbin.007.fasta.contigs_00977	D43_maxbin.025.fasta.contigs_00753	AQ	AU	83.511	no	yes
D43_maxbin.007.fasta.contigs_00983	D43_maxbin.025.fasta.contigs_00747	AQ	AU	83.965	no	yes
D43_maxbin.007.fasta.contigs_00985	D43_maxbin.025.fasta.contigs_00745	AQ	AU	86.09	no	yes
D43_maxbin.007.fasta.contigs_00986	D43_maxbin.025.fasta.contigs_00744	AQ	AU	86.909	no	yes
D43_maxbin.007.fasta.contigs_00987	D43_maxbin.025.fasta.contigs_00743	AQ	AU	85.0	no	yes
D43_maxbin.007.fasta.contigs_00988	D43_maxbin.025.fasta.contigs_00742	AQ	AU	80.952	no	yes
D43_maxbin.007.fasta.contigs_00989	D43_maxbin.025.fasta.contigs_00741	AQ	AU	86.475	no	yes
D43_maxbin.007.fasta.contigs_00992	D43_maxbin.025.fasta.contigs_00737	AQ	AU	82.201	no	yes
D43_maxbin.007.fasta.contigs_00994	D43_maxbin.025.fasta.contigs_00735	AQ	AU	82.364	no	yes
D43_maxbin.007.fasta.contigs_00996	D43_maxbin.025.fasta.contigs_00733	AQ	AU	83.781	no	yes
D43_maxbin.007.fasta.contigs_01004	D43_maxbin.025.fasta.contigs_00725	AQ	AU	83.386	no	yes
D43_maxbin.007.fasta.contigs_01133	D43_maxbin.065.fasta.contigs_00772	AQ	BH	78.409	no	no
D43_maxbin.007.fasta.contigs_01328	C-1_maxbin.030.fasta.contigs_01905	AQ	R	100.0	no	no
D43_maxbin.007.fasta.contigs_01329	C-1_maxbin.030.fasta.contigs_01906	AQ	R	100.0	no	no
D43_maxbin.007.fasta.contigs_01364	D43_maxbin.041.fasta.contigs_01477	AQ	Q	90.246	no	no
D43_maxbin.007.fasta.contigs_01396	D43_maxbin.041.fasta.contigs_00249	AQ	Q	89.322	no	yes
D43_maxbin.007.fasta.contigs_01401	D43_maxbin.025.fasta.contigs_00601	AQ	AU	83.375	no	no
D43_maxbin.007.fasta.contigs_01402	D43_maxbin.025.fasta.contigs_00600	AQ	AU	84.453	no	no
D43_maxbin.007.fasta.contigs_01504	C-1_metabat2.52.fa_sub.contigs_00514	AQ	AE	80.303	no	no
D43_maxbin.007.fasta.contigs_01735	C-1_metabat2.79.fa.contigs_01571	AQ	AF	84.488	no	no
D43_maxbin.007.fasta.contigs_02050	D43_maxbin.025.fasta.contigs_02665	AQ	AU	84.973	no	no
D43_maxbin.007.fasta.contigs_02052	D43_maxbin.025.fasta.contigs_02667	AQ	AU	84.757	no	no
D43_maxbin.007.fasta.contigs_02055	D43_maxbin.025.fasta.contigs_02669	AQ	AU	84.314	no	no
D43_maxbin.007.fasta.contigs_02056	D43_maxbin.025.fasta.contigs_02671	AQ	AU	81.526	no	no
D43_maxbin.007.fasta.contigs_02086	C-1_maxbin.032.fasta.contigs_00310	AQ	S	81.623	no	no
D43_maxbin.007.fasta.contigs_02088	C-1_maxbin.041.fasta.contigs_00189	AQ	X	81.491	no	no
D43_maxbin.007.fasta.contigs_02182	D43_metabat2.147.fa.contigs_00031	AQ	BU	76.612	no	no
D43_maxbin.007.fasta.contigs_02222	C-1_maxbin.005.fasta.contigs_00785	AQ	D	84.899	no	no
D43_maxbin.007.fasta.contigs_02310	D43_maxbin.065.fasta.contigs_02027	AQ	BH	78.879	no	no
D43_maxbin.007.fasta.contigs_02888	C-1_maxbin.054.fasta_sub.contigs_00752	AQ	D	78.368	no	yes
D43_maxbin.007.fasta.contigs_03045	C-1_metabat2.79.fa.contigs_00563	AQ	AF	79.35	no	no
D43_maxbin.007.fasta.contigs_03066	C-1_metabat2.79.fa.contigs_00373	AQ	AF	79.444	no	no
D43_maxbin.007.fasta.contigs_03079	C-1_maxbin.054.fasta_sub.contigs_01213	AQ	D	79.778	no	no
D43_maxbin.007.fasta.contigs_03113	C-1_maxbin.026.fasta_sub.contigs_01627	AQ	Q	79.467	no	no
D43_maxbin.008.fasta.contigs_00746	D38_maxbin.005.fasta.contigs_00730	AR	AI	78.44	no	yes
D43_maxbin.008.fasta.contigs_00748	D43_maxbin.068.fasta.contigs_01861	AR	BI	81.138	no	yes
D43_maxbin.008.fasta.contigs_00874	D43_maxbin.006.fasta.contigs_00988	AR	AP	88.097	no	no
D43_maxbin.008.fasta.contigs_01253	D43_maxbin.004.fasta.contigs_00091	AR	AN	88.708	no	no
D43_maxbin.009.fasta.contigs_00043	D43_maxbin.007.fasta.contigs_00176	Q	AQ	80.072	no	no
D43_maxbin.009.fasta.contigs_00106	D43_maxbin.161.fasta.contigs_02156	Q	BS	81.429	no	no
D43_maxbin.009.fasta.contigs_00120	D43_maxbin.066.fasta.contigs_00399	Q	AE	73.524	no	no
D43_maxbin.009.fasta.contigs_00203	D43_maxbin.018.fasta.contigs_01828	Q	D	86.68	no	no
D43_maxbin.009.fasta.contigs_00204	C-1_metabat2.79.fa.contigs_00504	Q	AF	78.506	no	no
D43_maxbin.009.fasta.contigs_00205	C-1_metabat2.79.fa.contigs_00503	Q	AF	83.733	no	no
D43_maxbin.009.fasta.contigs_00294	D43_maxbin.007.fasta.contigs_00085	Q	AQ	82.456	no	no
D43_maxbin.009.fasta.contigs_00296	D43_maxbin.025.fasta.contigs_00510	Q	AU	91.026	yes	no
D43_maxbin.009.fasta.contigs_00297	D43_maxbin.025.fasta.contigs_00509	Q	AU	86.207	yes	no
D43_maxbin.009.fasta.contigs_00298	D43_maxbin.025.fasta.contigs_00508	Q	AU	83.935	yes	no
D43_maxbin.009.fasta.contigs_00416	D43_maxbin.047.fasta.contigs_02261	Q	BD	77.99	no	no
D43_maxbin.009.fasta.contigs_00452	C-1_maxbin.041.fasta.contigs_01143	Q	X	91.903	no	yes
D43_maxbin.009.fasta.contigs_00453	D43_maxbin.018.fasta.contigs_00950	Q	D	89.914	no	yes
D43_maxbin.009.fasta.contigs_00454	C-1_maxbin.030.fasta.contigs_00494	Q	R	89.744	no	yes
D43_maxbin.009.fasta.contigs_00489	D43_maxbin.025.fasta.contigs_02708	Q	AU	83.673	no	yes
D43_maxbin.009.fasta.contigs_00490	D43_maxbin.025.fasta.contigs_02709	Q	AU	84.146	no	yes
D43_maxbin.009.fasta.contigs_00493	D43_maxbin.025.fasta.contigs_02712	Q	AU	85.714	no	yes
D43_maxbin.009.fasta.contigs_00538	D43_maxbin.025.fasta.contigs_00523	Q	AU	82.817	no	no
D43_maxbin.009.fasta.contigs_00553	D43_maxbin.025.fasta.contigs_00514	Q	AU	84.641	no	no
D43_maxbin.009.fasta.contigs_00554	D43_maxbin.025.fasta.contigs_00513	Q	AU	86.874	no	no
D43_maxbin.009.fasta.contigs_00555	D43_maxbin.025.fasta.contigs_00512	Q	AU	86.856	no	no
D43_maxbin.009.fasta.contigs_00561	C-1_maxbin.032.fasta.contigs_01194	Q	S	100.0	no	yes
D43_maxbin.009.fasta.contigs_00562	C-1_maxbin.032.fasta.contigs_01195	Q	S	100.0	no	yes
D43_maxbin.009.fasta.contigs_00566	D43_maxbin.018.fasta.contigs_02265	Q	D	89.316	no	yes
D43_maxbin.009.fasta.contigs_00709	D43_maxbin.062.fasta.contigs_00698	Q	C	83.159	no	yes
D43_maxbin.009.fasta.contigs_00713	D43_maxbin.062.fasta.contigs_00694	Q	C	86.587	no	yes
D43_maxbin.009.fasta.contigs_00722	D43_maxbin.047.fasta.contigs_02201	Q	BD	96.085	no	yes
D43_maxbin.009.fasta.contigs_00724	D43_maxbin.062.fasta.contigs_00683	Q	C	79.976	no	yes
D43_maxbin.009.fasta.contigs_00725	D43_maxbin.062.fasta.contigs_00682	Q	C	79.25	no	yes
D43_maxbin.009.fasta.contigs_00740	C-1_maxbin.030.fasta.contigs_03056	Q	R	79.103	no	no
D43_maxbin.009.fasta.contigs_00748	D43_maxbin.025.fasta.contigs_02626	Q	AU	87.931	no	no
D43_maxbin.009.fasta.contigs_00749	D43_maxbin.025.fasta.contigs_02627	Q	AU	86.128	no	no
D43_maxbin.009.fasta.contigs_00751	D43_maxbin.025.fasta.contigs_02629	Q	AU	88.981	no	no
D43_maxbin.009.fasta.contigs_00753	D43_maxbin.025.fasta.contigs_02631	Q	AU	85.786	no	no
D43_maxbin.009.fasta.contigs_00754	D43_maxbin.025.fasta.contigs_02632	Q	AU	84.026	no	no
D43_maxbin.009.fasta.contigs_00890	C-1_maxbin.030.fasta.contigs_03353	Q	R	89.941	no	no
D43_maxbin.009.fasta.contigs_00900	C-1_maxbin.030.fasta.contigs_02973	Q	R	94.647	yes	no
D43_maxbin.009.fasta.contigs_00940	D43_maxbin.007.fasta.contigs_00847	Q	AQ	84.118	no	no
D43_maxbin.009.fasta.contigs_00942	D43_maxbin.120.fasta.contigs_00991	Q	AQ	80.952	no	yes
D43_maxbin.009.fasta.contigs_00946	D43_maxbin.025.fasta.contigs_02910	Q	AU	83.028	no	no
D43_maxbin.009.fasta.contigs_00969	D43_maxbin.025.fasta.contigs_00348	Q	AU	82.731	no	no
D43_maxbin.009.fasta.contigs_01031	D43_maxbin.025.fasta.contigs_01980	Q	AU	83.333	no	no
D43_maxbin.009.fasta.contigs_01045	D43_maxbin.007.fasta.contigs_02033	Q	AQ	87.349	no	no
D43_maxbin.009.fasta.contigs_01061	D43_maxbin.025.fasta.contigs_00603	Q	AU	87.438	no	no
D43_maxbin.009.fasta.contigs_01312	D43_maxbin.062.fasta.contigs_03202	Q	C	82.987	no	no
D43_maxbin.009.fasta.contigs_01337	C-1_metabat2.79.fa.contigs_00781	Q	AF	82.34	no	no
D43_maxbin.009.fasta.contigs_01343	D43_maxbin.007.fasta.contigs_01557	Q	AQ	84.366	no	no
D43_maxbin.009.fasta.contigs_01344	C-1_maxbin.051.fasta.contigs_00373	Q	AA	77.143	no	no
D43_maxbin.009.fasta.contigs_01408	C-1_maxbin.005.fasta.contigs_01164	Q	D	81.195	no	no
D43_maxbin.009.fasta.contigs_01411	C-1_maxbin.005.fasta.contigs_02003	Q	D	86.42	no	no
D43_maxbin.009.fasta.contigs_01437	D43_maxbin.025.fasta.contigs_01086	Q	AU	90.239	no	no
D43_maxbin.009.fasta.contigs_01438	D43_maxbin.025.fasta.contigs_01085	Q	AU	86.965	no	no
D43_maxbin.009.fasta.contigs_01486	D43_maxbin.025.fasta.contigs_03732	Q	AU	85.535	no	no
D43_maxbin.009.fasta.contigs_01489	D43_metabat2.151.fa.contigs_00198	Q	BV	80.667	no	yes
D43_maxbin.009.fasta.contigs_01490	D43_maxbin.025.fasta.contigs_03360	Q	AU	83.452	no	yes
D43_maxbin.009.fasta.contigs_01491	D43_metabat2.151.fa.contigs_00196	Q	BV	82.624	no	yes
D43_maxbin.009.fasta.contigs_01492	D43_metabat2.151.fa.contigs_00195	Q	BV	81.841	no	yes
D43_maxbin.009.fasta.contigs_01540	D43_maxbin.007.fasta.contigs_01744	Q	AQ	88.442	no	no
D43_maxbin.009.fasta.contigs_01563	C-1_maxbin.041.fasta.contigs_01623	Q	X	79.87	no	yes
D43_maxbin.009.fasta.contigs_01590	C-1_maxbin.041.fasta.contigs_00378	Q	X	83.448	no	no
D43_maxbin.009.fasta.contigs_01591	C-1_maxbin.041.fasta.contigs_00377	Q	X	82.228	no	no
D43_maxbin.009.fasta.contigs_01592	D43_maxbin.120.fasta.contigs_00044	Q	AQ	86.848	no	yes
D43_maxbin.009.fasta.contigs_01593	D43_maxbin.120.fasta.contigs_00043	Q	AQ	79.218	no	yes
D43_maxbin.009.fasta.contigs_01594	D43_maxbin.120.fasta.contigs_00042	Q	AQ	81.257	no	yes
D43_maxbin.009.fasta.contigs_01607	D43_maxbin.120.fasta.contigs_03636	Q	AQ	79.506	no	yes
D43_maxbin.009.fasta.contigs_01610	D43_maxbin.120.fasta.contigs_00013	Q	AQ	86.757	no	no
D43_maxbin.009.fasta.contigs_01613	D43_maxbin.120.fasta.contigs_00015	Q	AQ	82.862	no	no
D43_maxbin.009.fasta.contigs_01619	D43_maxbin.120.fasta.contigs_01768	Q	AQ	79.145	no	no
D43_maxbin.009.fasta.contigs_01634	D43_maxbin.120.fasta.contigs_03111	Q	AQ	88.314	no	no
D43_maxbin.009.fasta.contigs_01635	D43_maxbin.120.fasta.contigs_03110	Q	AQ	92.488	no	no
D43_maxbin.009.fasta.contigs_01673	D43_maxbin.007.fasta.contigs_01085	Q	AQ	80.597	no	no
D43_maxbin.009.fasta.contigs_01687	D43_maxbin.062.fasta.contigs_03266	Q	C	95.245	no	yes
D43_maxbin.009.fasta.contigs_01729	D38_maxbin.011.fasta.contigs_04074	Q	AK	95.745	no	no
D43_maxbin.009.fasta.contigs_01731	D43_maxbin.025.fasta.contigs_00616	Q	AU	81.594	no	no
D43_maxbin.009.fasta.contigs_01735	D43_maxbin.025.fasta.contigs_00612	Q	AU	81.6	no	no
D43_maxbin.009.fasta.contigs_01736	D43_maxbin.025.fasta.contigs_00611	Q	AU	85.778	no	no
D43_maxbin.009.fasta.contigs_01737	D43_maxbin.025.fasta.contigs_00610	Q	AU	84.405	no	no
D43_maxbin.009.fasta.contigs_01738	D43_maxbin.025.fasta.contigs_00609	Q	AU	86.603	no	no
D43_maxbin.009.fasta.contigs_01739	D43_maxbin.025.fasta.contigs_00608	Q	AU	86.379	no	no
D43_maxbin.009.fasta.contigs_01787	C-1_metabat2.79.fa.contigs_01992	Q	AF	78.824	no	no
D43_maxbin.009.fasta.contigs_01818	D43_maxbin.007.fasta.contigs_01261	Q	AQ	80.0	no	no
D43_maxbin.009.fasta.contigs_01852	D43_maxbin.047.fasta.contigs_01013	Q	BD	96.452	no	yes
D43_maxbin.009.fasta.contigs_01874	D43_maxbin.046.fasta.contigs_01882	Q	D	83.803	no	no
D43_maxbin.009.fasta.contigs_01884	D43_maxbin.025.fasta.contigs_01072	Q	AU	88.082	no	no
D43_maxbin.009.fasta.contigs_01885	D43_maxbin.025.fasta.contigs_01073	Q	AU	90.0	no	no
D43_maxbin.009.fasta.contigs_01886	D43_maxbin.025.fasta.contigs_01074	Q	AU	85.479	no	no
D43_maxbin.009.fasta.contigs_01887	D43_maxbin.025.fasta.contigs_01075	Q	AU	83.74	no	no
