genome,completeness,contamination,strain_heterogeneity,length,N50
chicken1_D34_maxbin.008.fasta.contigs.fa,85.51,4.03,25.0,2822535,14839
chicken1_D34_maxbin.009.fasta_sub.contigs.fa,77.59,8.62,5.56,3425123,93194
chicken1_D34_maxbin.010.fasta.contigs.fa,92.59,62.96,2.58,3746583,14879
chicken1_D34_maxbin.011.fasta_sub.contigs.fa,46.84,1.54,22.22,2301099,77048
chicken1_D34_maxbin.013.fasta.contigs.fa,73.79,0.81,0.0,1488489,43034
chicken1_D34_maxbin.014.fasta.contigs.fa,92.73,2.39,0.0,3206011,64935
chicken1_D34_maxbin.015.fasta.contigs.fa,11.76,0.0,0.0,3543965,9259
chicken1_D34_maxbin.016.fasta.contigs.fa,93.28,68.29,21.92,3270263,21286
chicken1_D34_maxbin.017.fasta.contigs.fa,77.96,11.07,26.09,2271915,51226
chicken1_D34_maxbin.018.fasta.contigs.fa,86.92,0.95,0.0,2784953,88151
chicken1_D34_maxbin.019.fasta.contigs.fa,75.52,1.36,100.0,2744302,71732
chicken1_D34_maxbin.020.fasta.contigs.fa,87.07,0.8,0.0,2083690,51459
chicken1_D34_maxbin.023.fasta.contigs.fa,89.93,3.98,0.0,2735357,79803
chicken1_D34_maxbin.024.fasta.contigs.fa,99.2,0.39,0.0,4610884,51827
chicken1_D34_maxbin.025.fasta.contigs.fa,85.89,0.0,0.0,2469045,118524
chicken1_D34_maxbin.026.fasta.contigs.fa,88.83,2.61,36.36,3814651,19879
chicken1_D34_maxbin.028.fasta.contigs.fa,79.82,12.11,6.67,2964164,45943
chicken1_D34_maxbin.029.fasta.contigs.fa,66.02,6.85,36.67,1960996,19559
chicken1_D34_maxbin.031.fasta.contigs.fa,92.41,0.0,0.0,2763765,103689
chicken1_D34_maxbin.032.fasta.contigs.fa,86.77,3.06,0.0,5735780,85144
chicken1_D34_maxbin.033.fasta.contigs.fa,80.27,2.72,60.0,1883901,86520
chicken1_D34_maxbin.034.fasta.contigs.fa,86.58,0.67,0.0,2212064,92960
chicken1_D34_maxbin.035.fasta.contigs.fa,97.38,0.56,0.0,2890330,128556
chicken1_D34_maxbin.036.fasta.contigs.fa,92.66,7.08,0.0,2918885,71308
chicken1_D34_maxbin.038.fasta.contigs.fa,73.6,4.19,0.0,1726718,47262
chicken1_D34_maxbin.042.fasta.contigs.fa,92.98,28.06,0.0,2799137,15685
chicken1_D34_maxbin.043.fasta_sub.contigs.fa,80.76,21.03,7.84,3394749,14140
chicken1_D34_maxbin.049.fasta.contigs.fa,26.26,5.26,0.0,3314643,2613
chicken1_D34_maxbin.054.fasta.contigs.fa,84.68,9.33,10.53,2625516,3309
chicken1_D34_maxbin.060.fasta.contigs.fa,36.51,5.91,0.0,1714562,1803
chicken1_D34_maxbin.062.fasta.contigs.fa,4.56,0.0,0.0,221770,1567
chicken1_D34_maxbin.063.fasta.contigs.fa,51.35,1.39,0.0,4108943,1978
chicken1_D34_metabat2.10.fa.contigs.fa,62.69,0.89,0.0,1563360,144933
chicken1_D34_metabat2.118.fa.contigs.fa,28.48,0.0,0.0,952068,116982
chicken1_D34_metabat2.143.fa.contigs.fa,19.45,0.0,0.0,505126,143525
chicken1_D34_metabat2.33.fa.contigs.fa,8.05,0.0,0.0,201249,53422
chicken1_D34_metabat2.51.fa.contigs.fa,37.23,3.45,50.0,1552879,23252
chicken1_D34_metabat2.79.fa_sub.contigs.fa,53.22,0.0,0.0,1223609,8184
chicken1_D35_maxbin.002.fasta.contigs.fa,55.78,0.23,0.0,1740493,61973
chicken1_D35_maxbin.004.fasta.contigs.fa,100.0,0.0,0.0,4056877,195488
chicken1_D35_maxbin.006.fasta.contigs.fa,92.45,2.68,0.0,2196757,77639
chicken1_D35_maxbin.007.fasta.contigs.fa,96.0,0.45,57.14,4532605,48625
chicken1_D35_maxbin.008.fasta.contigs.fa,94.63,3.65,4.55,3722726,52391
chicken1_D35_maxbin.009.fasta.contigs.fa,80.51,2.32,57.14,2156612,38198
chicken1_D35_maxbin.010.fasta.contigs.fa,77.34,0.89,0.0,1465845,59715
chicken1_D35_maxbin.011.fasta.contigs.fa,94.3,0.0,0.0,2588144,38601
chicken1_D35_maxbin.012.fasta.contigs.fa,97.38,6.55,0.0,3799813,158971
chicken1_D35_maxbin.013.fasta.contigs.fa,92.49,6.51,45.0,3338504,58372
chicken1_D35_maxbin.015.fasta.contigs.fa,82.19,0.0,0.0,2398011,138674
chicken1_D35_maxbin.016.fasta.contigs.fa,97.32,3.69,0.0,2584584,88491
chicken1_D35_maxbin.017.fasta.contigs.fa,83.0,0.0,0.0,2381161,80180
chicken1_D35_maxbin.018.fasta.contigs.fa,85.27,8.52,10.0,2625974,75674
chicken1_D35_maxbin.020.fasta.contigs.fa,74.65,1.57,0.0,2257338,76947
chicken1_D35_maxbin.021.fasta.contigs.fa,98.08,0.0,0.0,3822771,126636
chicken1_D35_maxbin.022.fasta.contigs.fa,91.61,0.69,0.0,2533568,79733
chicken1_D35_maxbin.023.fasta.contigs.fa,77.59,51.21,15.91,3072996,49861
chicken1_D35_maxbin.024.fasta.contigs.fa,72.15,1.34,0.0,1794236,43925
chicken1_D35_maxbin.027.fasta.contigs.fa,96.49,41.39,13.04,4773941,85848
chicken1_D35_maxbin.028.fasta.contigs.fa,91.77,0.95,100.0,2203073,22031
chicken1_D35_maxbin.029.fasta.contigs.fa,90.51,28.49,12.5,4246666,52042
chicken1_D35_maxbin.032.fasta.contigs.fa,81.88,17.55,0.0,2751179,43145
chicken1_D35_maxbin.033.fasta.contigs.fa,72.79,1.33,50.0,1704291,78281
chicken1_D35_maxbin.034.fasta.contigs.fa,64.21,0.1,0.0,1936140,46787
chicken1_D35_maxbin.035.fasta.contigs.fa,91.14,2.25,25.0,2834481,45460
chicken1_D35_maxbin.036.fasta.contigs.fa,86.35,14.65,0.0,2176786,25023
chicken1_D35_maxbin.037.fasta_sub.contigs.fa,74.0,14.19,0.0,1993162,28476
chicken1_D35_maxbin.040.fasta.contigs.fa,90.24,14.65,2.44,2198226,8818
chicken1_D35_maxbin.042.fasta.contigs.fa,4.29,0.36,0.0,212298,2867
chicken1_D35_maxbin.061.fasta_sub.contigs.fa,85.53,87.76,3.11,5035226,2256
chicken1_D35_maxbin.069.fasta.contigs.fa,3.25,0.32,28.57,259135,1591
chicken1_D35_maxbin.070.fasta.contigs.fa,31.06,0.36,0.0,861276,1525
chicken1_D35_metabat2.101.fa_sub.contigs.fa,35.44,0.0,0.0,744374,24862
chicken1_D35_metabat2.107.fa.contigs.fa,72.68,0.63,33.33,2377922,15933
chicken1_D35_metabat2.120.fa_sub.contigs.fa,63.72,3.12,0.0,1813175,10017
chicken1_D35_metabat2.4.fa.contigs.fa,3.02,0.0,0.0,384459,137947
chicken1_D35_metabat2.43.fa.contigs.fa,24.48,0.0,0.0,393507,55421
chicken1_D36_maxbin.001.fasta.contigs.fa,73.13,2.27,0.0,2612871,100589
chicken1_D36_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,4071800,219701
chicken1_D36_maxbin.005.fasta.contigs.fa,25.47,0.15,100.0,1162146,79412
chicken1_D36_maxbin.008.fasta.contigs.fa,52.62,2.01,0.0,1301662,63313
chicken1_D36_maxbin.009.fasta.contigs.fa,60.34,2.35,13.33,1271158,63107
chicken1_D36_maxbin.011.fasta.contigs.fa,76.78,21.7,11.11,2135259,93610
chicken1_D36_maxbin.012.fasta.contigs.fa,91.28,0.13,0.0,2682952,56781
chicken1_D36_maxbin.013.fasta.contigs.fa,97.32,2.01,0.0,3218805,68218
chicken1_D36_maxbin.014.fasta.contigs.fa,93.29,0.89,50.0,2369717,24817
chicken1_D36_maxbin.015.fasta.contigs.fa,82.19,0.0,0.0,2394028,113968
chicken1_D36_maxbin.017.fasta.contigs.fa,89.04,0.0,0.0,2585828,68221
chicken1_D36_maxbin.019.fasta.contigs.fa,100.0,0.82,0.0,3880062,126440
chicken1_D36_maxbin.020.fasta.contigs.fa,97.38,1.81,0.0,3220337,142780
chicken1_D36_maxbin.021.fasta.contigs.fa,89.09,49.71,18.33,3673766,25141
chicken1_D36_maxbin.022.fasta.contigs.fa,86.24,31.1,2.41,2526451,31776
chicken1_D36_maxbin.023.fasta.contigs.fa,28.19,3.33,16.67,2853316,11078
chicken1_D36_maxbin.024.fasta.contigs.fa,69.62,2.53,0.0,2962677,85577
chicken1_D36_maxbin.025.fasta.contigs.fa,88.22,56.75,89.74,4580795,42047
chicken1_D36_maxbin.027.fasta.contigs.fa,87.25,0.82,0.0,2521015,56493
chicken1_D36_maxbin.029.fasta.contigs.fa,97.16,12.18,27.12,2273531,42615
chicken1_D36_maxbin.030.fasta.contigs.fa,78.91,4.76,0.0,1915421,40387
chicken1_D36_maxbin.031.fasta.contigs.fa,94.53,12.19,3.33,2576012,49082
chicken1_D36_maxbin.032.fasta.contigs.fa,76.79,3.82,10.0,2311520,36644
chicken1_D36_maxbin.033.fasta.contigs.fa,81.21,23.08,3.28,2699181,31926
chicken1_D36_maxbin.034.fasta.contigs.fa,87.7,63.66,2.15,4239702,19757
chicken1_D36_maxbin.040.fasta.contigs.fa,14.0,2.12,16.67,1029305,9278
chicken1_D36_maxbin.041.fasta_sub.contigs.fa,27.73,7.06,29.41,1252745,5974
chicken1_D36_maxbin.054.fasta.contigs.fa,93.92,62.05,2.72,3473251,4396
chicken1_D36_maxbin.063.fasta.contigs.fa,67.55,6.45,6.25,1558638,2136
chicken1_D36_metabat2.115.fa.contigs.fa,23.19,0.0,0.0,438559,30647
chicken1_D36_metabat2.161.fa.contigs.fa,26.85,0.0,0.0,619126,83949
chicken1_D36_metabat2.67.fa_sub.contigs.fa,61.88,1.75,0.0,2003652,11792
chicken1_D36_metabat2.73.fa_sub.contigs.fa,22.56,0.0,0.0,727749,30688
chicken1_D36_metabat2.93.fa.contigs.fa,13.95,0.5,66.67,336818,11883
chicken1_D37_maxbin.001.fasta.contigs.fa,43.14,0.26,85.71,1862645,21921
chicken1_D37_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,3986837,224039
chicken1_D37_maxbin.006.fasta.contigs.fa,97.93,1.5,0.0,4754500,64027
chicken1_D37_maxbin.007.fasta.contigs.fa,100.0,0.41,0.0,3971536,109696
chicken1_D37_maxbin.009.fasta.contigs.fa,77.21,0.57,0.0,2117275,115728
chicken1_D37_maxbin.010.fasta.contigs.fa,86.35,0.13,0.0,2511916,77418
chicken1_D37_maxbin.011.fasta.contigs.fa,96.49,8.77,0.0,4080904,31108
chicken1_D37_maxbin.012.fasta.contigs.fa,91.48,9.19,46.67,3203969,68122
chicken1_D37_maxbin.013.fasta.contigs.fa,77.34,2.24,0.0,1592167,59706
chicken1_D37_maxbin.014.fasta.contigs.fa,76.88,6.83,0.0,5793931,96381
chicken1_D37_maxbin.015.fasta.contigs.fa,82.19,0.0,0.0,2422814,123843
chicken1_D37_maxbin.016.fasta_sub.contigs.fa,77.8,28.24,8.33,2659931,12737
chicken1_D37_maxbin.018.fasta.contigs.fa,66.6,1.57,0.0,1915701,76646
chicken1_D37_maxbin.019.fasta.contigs.fa,91.11,4.47,0.0,2806099,56781
chicken1_D37_maxbin.020.fasta.contigs.fa,89.56,8.38,71.43,3803875,7971
chicken1_D37_maxbin.022.fasta.contigs.fa,97.38,1.37,20.0,2856877,159172
chicken1_D37_maxbin.023.fasta.contigs.fa,90.88,4.81,72.73,2177801,11896
chicken1_D37_maxbin.024.fasta_sub.contigs.fa,65.1,11.12,7.14,1684526,32861
chicken1_D37_maxbin.025.fasta.contigs.fa,90.27,1.36,0.0,2530623,93664
chicken1_D37_maxbin.027.fasta.contigs.fa,88.61,6.16,8.33,5439281,77970
chicken1_D37_maxbin.029.fasta.contigs.fa,45.57,11.21,9.09,3880313,15051
chicken1_D37_maxbin.033.fasta.contigs.fa,62.49,0.83,40.0,2022403,34012
chicken1_D37_maxbin.034.fasta.contigs.fa,68.42,17.35,10.34,1928456,60429
chicken1_D37_maxbin.036.fasta.contigs.fa,98.28,10.5,0.0,2249671,62692
chicken1_D37_maxbin.037.fasta.contigs.fa,84.29,6.94,21.05,2100189,31736
chicken1_D37_maxbin.038.fasta.contigs.fa,77.18,4.7,0.0,2438049,28955
chicken1_D37_maxbin.043.fasta.contigs.fa,90.38,13.38,2.7,2276814,14794
chicken1_D37_maxbin.045.fasta.contigs.fa,98.89,64.3,2.46,6062550,8460
chicken1_D37_maxbin.048.fasta.contigs.fa,76.49,2.8,0.0,2065717,10080
chicken1_D37_maxbin.056.fasta_sub.contigs.fa,59.28,54.34,7.55,4173227,2466
chicken1_D37_maxbin.057.fasta.contigs.fa,82.93,23.76,6.06,3682114,4650
chicken1_D37_maxbin.062.fasta.contigs.fa,83.37,27.45,7.79,3108728,3535
chicken1_D37_maxbin.063.fasta.contigs.fa,79.99,38.67,37.75,2918348,3154
chicken1_D37_maxbin.065.fasta.contigs.fa,91.45,69.93,0.49,3472517,2499
chicken1_D37_maxbin.067.fasta.contigs.fa,50.79,4.63,6.9,4222326,1844
chicken1_D37_metabat2.119.fa.contigs.fa,52.66,7.76,60.0,1455462,9180
chicken1_D37_metabat2.12.fa.contigs.fa,11.97,0.0,0.0,464001,52889
chicken1_D37_metabat2.49.fa.contigs.fa,32.04,1.68,0.0,757246,11044
chicken1_D37_metabat2.53.fa.contigs.fa,7.31,0.0,0.0,562699,56711
chicken1_D37_metabat2.68.fa.contigs.fa,65.1,0.34,0.0,2376447,46110
chicken1_D37_metabat2.75.fa_sub.contigs.fa,49.76,1.27,50.0,1060983,14622
chicken1_D37_metabat2.88.fa.contigs.fa,39.12,0.68,0.0,1009188,28106
chicken1_D38_maxbin.001.fasta.contigs.fa,88.51,0.0,0.0,2022346,176087
chicken1_D38_maxbin.002.fasta.contigs.fa,100.0,2.7,0.0,4110848,195368
chicken1_D38_maxbin.003.fasta.contigs.fa,98.97,1.15,0.0,4790081,81424
chicken1_D38_maxbin.004.fasta.contigs.fa,67.67,6.85,33.33,2278603,118488
chicken1_D38_maxbin.005.fasta.contigs.fa,97.38,0.37,0.0,2487174,32715
chicken1_D38_maxbin.006.fasta.contigs.fa,73.79,1.21,0.0,1533959,49524
chicken1_D38_maxbin.007.fasta.contigs.fa,100.0,0.12,0.0,4109151,112852
chicken1_D38_maxbin.008.fasta.contigs.fa,99.31,0.67,0.0,2856468,112862
chicken1_D38_maxbin.009.fasta.contigs.fa,94.63,2.68,100.0,3520744,19874
chicken1_D38_maxbin.010.fasta.contigs.fa,98.89,5.39,90.0,5333978,16048
chicken1_D38_maxbin.011.fasta.contigs.fa,97.59,36.79,0.0,4432972,57333
chicken1_D38_maxbin.012.fasta.contigs.fa,65.22,5.37,0.0,2005444,4024
chicken1_D38_maxbin.013.fasta.contigs.fa,58.79,15.29,4.55,3162863,1964
chicken1_D39_maxbin.001.fasta.contigs.fa,49.73,0.0,0.0,1812479,219721
chicken1_D39_maxbin.002.fasta.contigs.fa,95.97,0.0,0.0,2118984,176021
chicken1_D39_maxbin.004.fasta.contigs.fa,98.28,1.5,0.0,4811850,79779
chicken1_D39_maxbin.005.fasta.contigs.fa,72.98,0.0,0.0,2268714,135901
chicken1_D39_maxbin.006.fasta.contigs.fa,80.24,0.0,0.0,1585510,57234
chicken1_D39_maxbin.007.fasta.contigs.fa,99.25,0.75,0.0,2633884,35395
chicken1_D39_maxbin.008.fasta.contigs.fa,100.0,0.05,0.0,3885138,112852
chicken1_D39_maxbin.009.fasta.contigs.fa,87.9,2.41,20.0,2665863,53991
chicken1_D39_maxbin.010.fasta.contigs.fa,98.32,19.09,38.46,3499594,227203
chicken1_D39_maxbin.011.fasta.contigs.fa,98.58,2.82,47.27,5058474,24944
chicken1_D39_maxbin.012.fasta.contigs.fa,94.63,0.67,0.0,3426022,24274
chicken1_D39_maxbin.013.fasta.contigs.fa,93.1,7.93,0.0,3650779,60339
chicken1_D39_maxbin.014.fasta.contigs.fa,42.54,3.85,0.0,4542052,2946
chicken1_D3_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3976037,219558
chicken1_D3_maxbin.002.fasta.contigs.fa,80.58,0.0,0.0,2389325,128156
chicken1_D3_maxbin.003.fasta.contigs.fa,93.19,2.53,0.0,2544073,65308
chicken1_D3_maxbin.004.fasta.contigs.fa,96.64,0.67,100.0,3212781,29198
chicken1_D3_maxbin.005.fasta.contigs.fa,77.02,0.0,0.0,1738272,48685
chicken1_D3_maxbin.006.fasta.contigs.fa,97.73,3.55,17.86,5608098,38675
chicken1_D3_maxbin.007.fasta.contigs.fa,87.5,2.5,12.5,2668269,108459
chicken1_D3_maxbin.008.fasta.contigs.fa,100.0,1.07,0.0,4327960,96628
chicken1_D3_maxbin.009.fasta.contigs.fa,100.0,10.6,18.64,3652358,18065
chicken1_D3_maxbin.010.fasta.contigs.fa,91.38,19.75,43.33,2377757,36261
chicken1_D3_maxbin.011.fasta.contigs.fa,71.88,26.74,0.0,5197191,2292
chicken1_D3_maxbin.013.fasta.contigs.fa,61.08,11.84,3.12,2022774,1791
chicken1_D40_maxbin.001.fasta.contigs.fa,42.59,0.17,100.0,1827576,21255
chicken1_D40_maxbin.002.fasta.contigs.fa,100.0,0.0,0.0,4024710,195487
chicken1_D40_maxbin.005.fasta.contigs.fa,78.01,1.12,0.0,1696676,54723
chicken1_D40_maxbin.006.fasta.contigs.fa,79.64,2.82,0.0,2803979,56102
chicken1_D40_maxbin.007.fasta.contigs.fa,94.29,8.16,29.03,4699420,33095
chicken1_D40_maxbin.008.fasta.contigs.fa,99.25,1.51,0.0,3917034,112488
chicken1_D40_maxbin.009.fasta.contigs.fa,31.04,0.0,0.0,2069978,14030
chicken1_D40_maxbin.010.fasta.contigs.fa,94.3,0.34,0.0,2717724,38255
chicken1_D40_maxbin.011.fasta.contigs.fa,80.61,1.59,0.0,2237818,96962
chicken1_D40_maxbin.012.fasta.contigs.fa,98.1,0.32,0.0,3417041,97983
chicken1_D40_maxbin.016.fasta.contigs.fa,90.94,0.96,0.0,2509651,80379
chicken1_D40_maxbin.017.fasta.contigs.fa,70.56,5.71,0.0,5278691,99019
chicken1_D40_maxbin.018.fasta.contigs.fa,68.97,18.97,0.0,2063151,63828
chicken1_D40_maxbin.019.fasta.contigs.fa,82.19,0.0,0.0,2395143,113968
chicken1_D40_maxbin.020.fasta.contigs.fa,4.72,1.36,0.0,2633025,8541
chicken1_D40_maxbin.022.fasta.contigs.fa,76.29,0.67,100.0,1765445,21202
chicken1_D40_maxbin.023.fasta.contigs.fa,84.83,60.58,15.07,4467123,41519
chicken1_D40_maxbin.024.fasta.contigs.fa,97.0,0.0,0.0,2684694,151697
chicken1_D40_maxbin.025.fasta.contigs.fa,46.55,11.52,64.0,2142967,68592
chicken1_D40_maxbin.027.fasta.contigs.fa,92.03,21.4,8.78,6027465,241253
chicken1_D40_maxbin.031.fasta.contigs.fa,72.98,2.13,0.0,2253874,66929
chicken1_D40_maxbin.032.fasta_sub.contigs.fa,32.55,0.89,50.0,848068,34674
chicken1_D40_maxbin.033.fasta.contigs.fa,97.55,1.17,0.0,2142371,118586
chicken1_D40_maxbin.034.fasta.contigs.fa,79.29,31.56,10.47,3266672,45210
chicken1_D40_maxbin.036.fasta.contigs.fa,89.66,1.28,40.0,2686845,62122
chicken1_D40_maxbin.037.fasta.contigs.fa,69.14,31.16,11.96,3657759,28722
chicken1_D40_maxbin.038.fasta.contigs.fa,82.24,21.17,6.98,2449885,45103
chicken1_D40_maxbin.040.fasta.contigs.fa,77.18,3.81,0.0,2364034,66510
chicken1_D40_maxbin.042.fasta.contigs.fa,79.53,1.85,0.0,2086031,29035
chicken1_D40_maxbin.046.fasta.contigs.fa,88.75,6.28,6.67,3120684,19926
chicken1_D40_maxbin.047.fasta.contigs.fa,77.47,8.73,34.48,2381496,28454
chicken1_D40_maxbin.053.fasta.contigs.fa,51.36,17.01,8.06,3692185,2799
chicken1_D40_maxbin.054.fasta.contigs.fa,88.98,38.79,1.06,2560507,6367
chicken1_D40_maxbin.056.fasta.contigs.fa,58.82,21.29,41.1,1954327,1857
chicken1_D40_maxbin.057.fasta.contigs.fa,57.63,21.66,0.0,4614730,1996
chicken1_D40_maxbin.061.fasta.contigs.fa,46.42,12.75,0.0,3823195,2115
chicken1_D40_maxbin.070.fasta.contigs.fa,64.04,14.34,0.0,2263231,2146
chicken1_D40_metabat2.111.fa.contigs.fa,59.18,0.0,0.0,1200083,42615
chicken1_D40_metabat2.115.fa.contigs.fa,17.05,0.0,0.0,445283,26668
chicken1_D40_metabat2.172.fa_sub.contigs.fa,21.32,0.0,0.0,562045,42600
chicken1_D40_metabat2.69.fa_sub.contigs.fa,18.32,0.0,0.0,433667,30192
chicken1_D40_metabat2.89.fa.contigs.fa,26.8,0.0,0.0,798257,36573
chicken1_D40_metabat2.93.fa.contigs.fa,51.52,0.0,0.0,1360000,9604
chicken1_D41_maxbin.001.fasta.contigs.fa,80.05,0.0,0.0,1938397,59107
chicken1_D41_maxbin.002.fasta.contigs.fa,92.18,1.59,0.0,2801622,95277
chicken1_D41_maxbin.004.fasta.contigs.fa,63.42,27.18,34.29,2621343,75008
chicken1_D41_maxbin.005.fasta.contigs.fa,65.17,9.4,54.17,2962864,95542
chicken1_D41_maxbin.006.fasta.contigs.fa,92.95,1.05,16.67,2828245,38255
chicken1_D41_maxbin.008.fasta.contigs.fa,99.63,6.43,0.0,3524008,35155
chicken1_D41_maxbin.009.fasta.contigs.fa,98.25,10.88,51.85,4061972,66005
chicken1_D41_maxbin.010.fasta.contigs.fa,45.3,7.65,35.0,1513787,41274
chicken1_D41_maxbin.011.fasta.contigs.fa,76.44,4.6,0.0,3524851,99944
chicken1_D41_maxbin.012.fasta.contigs.fa,90.64,0.0,0.0,2506456,75257
chicken1_D41_maxbin.014.fasta.contigs.fa,8.46,0.0,0.0,2209536,15325
chicken1_D41_maxbin.015.fasta.contigs.fa,90.03,13.92,5.26,3249282,99959
chicken1_D41_maxbin.016.fasta.contigs.fa,76.68,24.62,1.89,2536120,27929
chicken1_D41_maxbin.017.fasta.contigs.fa,95.02,1.55,40.0,3060456,32821
chicken1_D41_maxbin.019.fasta.contigs.fa,85.03,1.02,0.0,2130921,52473
chicken1_D41_maxbin.021.fasta.contigs.fa,89.26,2.35,60.0,2121676,15916
chicken1_D41_maxbin.024.fasta.contigs.fa,97.38,0.0,0.0,2787164,151878
chicken1_D41_maxbin.025.fasta.contigs.fa,87.93,25.24,24.32,2564277,49788
chicken1_D41_maxbin.026.fasta.contigs.fa,99.59,0.14,50.0,6385845,74395
chicken1_D41_maxbin.027.fasta.contigs.fa,100.0,0.0,0.0,3939079,191493
chicken1_D41_maxbin.028.fasta.contigs.fa,86.62,0.64,50.0,3048256,18900
chicken1_D41_maxbin.029.fasta.contigs.fa,90.94,0.69,0.0,2495613,90546
chicken1_D41_maxbin.030.fasta.contigs.fa,92.66,2.1,0.0,2131270,123039
chicken1_D41_maxbin.031.fasta.contigs.fa,65.62,2.92,0.0,2126191,28557
chicken1_D41_maxbin.032.fasta.contigs.fa,81.65,10.44,17.86,2929392,88294
chicken1_D41_maxbin.034.fasta.contigs.fa,76.51,32.46,4.04,3476017,58950
chicken1_D41_maxbin.035.fasta.contigs.fa,66.14,13.56,18.75,3287571,44417
chicken1_D41_maxbin.036.fasta.contigs.fa,58.27,0.67,0.0,1845114,2928
chicken1_D41_maxbin.037.fasta.contigs.fa,99.06,0.75,0.0,3506121,73586
chicken1_D41_maxbin.038.fasta.contigs.fa,93.12,12.06,5.0,4760933,22827
chicken1_D41_maxbin.046.fasta.contigs.fa,81.72,43.82,28.04,3254538,4523
chicken1_D41_maxbin.049.fasta.contigs.fa,89.98,1.9,10.53,4867097,4683
chicken1_D41_maxbin.051.fasta_sub.contigs.fa,52.66,20.48,5.45,3792300,2823
chicken1_D41_maxbin.054.fasta.contigs.fa,80.05,12.37,17.39,3560784,3045
chicken1_D41_maxbin.055.fasta.contigs.fa,89.57,38.13,37.78,2238126,3044
chicken1_D41_maxbin.060.fasta.contigs.fa,56.05,2.52,0.0,1326533,2044
chicken1_D41_maxbin.062.fasta.contigs.fa,49.66,2.4,0.0,1569568,1652
chicken1_D41_metabat2.124.fa.contigs.fa,67.73,2.24,50.0,1809837,9659
chicken1_D41_metabat2.84.fa.contigs.fa,62.14,0.16,0.0,1827091,12411
chicken1_D42_maxbin.001.fasta.contigs.fa,99.62,0.67,14.29,5584326,141885
chicken1_D42_maxbin.002.fasta.contigs.fa,76.7,2.58,0.0,2398664,67286
chicken1_D42_maxbin.003.fasta.contigs.fa,31.96,0.02,0.0,1634989,69302
chicken1_D42_maxbin.005.fasta.contigs.fa,21.52,2.22,0.0,1322158,36195
chicken1_D42_maxbin.006.fasta.contigs.fa,99.25,0.19,0.0,2719792,32173
chicken1_D42_maxbin.007.fasta.contigs.fa,83.53,14.65,8.57,2622671,27301
chicken1_D42_maxbin.008.fasta.contigs.fa,73.79,0.4,0.0,1530115,47875
chicken1_D42_maxbin.009.fasta.contigs.fa,92.45,0.0,0.0,2979003,52412
chicken1_D42_maxbin.011.fasta.contigs.fa,100.0,0.0,0.0,3877195,195482
chicken1_D42_maxbin.012.fasta.contigs.fa,77.34,0.89,0.0,1461978,59711
chicken1_D42_maxbin.013.fasta.contigs.fa,78.68,14.14,20.69,2231809,25039
chicken1_D42_maxbin.014.fasta.contigs.fa,59.73,0.0,0.0,1544503,67697
chicken1_D42_maxbin.015.fasta.contigs.fa,93.96,0.0,0.0,2308876,44975
chicken1_D42_maxbin.016.fasta.contigs.fa,93.04,1.27,14.29,2878925,103689
chicken1_D42_maxbin.017.fasta.contigs.fa,98.87,0.75,0.0,3620494,125682
chicken1_D42_maxbin.019.fasta.contigs.fa,84.04,5.56,0.0,5855048,113194
chicken1_D42_maxbin.020.fasta.contigs.fa,67.11,18.09,2.27,1967582,46357
chicken1_D42_maxbin.022.fasta_sub.contigs.fa,55.39,12.23,9.09,1760034,43679
chicken1_D42_maxbin.023.fasta.contigs.fa,13.89,0.57,0.0,2495218,11266
chicken1_D42_maxbin.026.fasta.contigs.fa,98.98,0.92,50.0,6389542,55549
chicken1_D42_maxbin.027.fasta.contigs.fa,63.87,0.0,0.0,1755974,11893
chicken1_D42_maxbin.028.fasta_sub.contigs.fa,79.83,2.81,45.0,2518409,25272
chicken1_D42_maxbin.030.fasta.contigs.fa,57.72,8.39,0.0,2177082,43778
chicken1_D42_maxbin.031.fasta.contigs.fa,39.77,23.49,3.52,3184647,43789
chicken1_D42_maxbin.033.fasta.contigs.fa,80.07,1.4,0.0,1731324,128069
chicken1_D42_maxbin.034.fasta_sub.contigs.fa,56.87,2.21,36.36,1252737,30088
chicken1_D42_maxbin.035.fasta.contigs.fa,75.5,2.77,0.0,2063898,42228
chicken1_D42_maxbin.036.fasta.contigs.fa,93.65,1.27,0.0,5025090,39520
chicken1_D42_maxbin.037.fasta.contigs.fa,82.9,3.46,0.0,2241845,33590
chicken1_D42_maxbin.041.fasta_sub.contigs.fa,88.01,41.61,66.67,2963418,29995
chicken1_D42_maxbin.042.fasta.contigs.fa,88.25,24.68,0.0,4106756,18500
chicken1_D42_maxbin.046.fasta_sub.contigs.fa,51.81,12.77,13.79,1733036,5456
chicken1_D42_maxbin.054.fasta.contigs.fa,78.79,15.24,0.0,7498035,4129
chicken1_D42_maxbin.056.fasta.contigs.fa,74.36,30.86,4.08,3496934,2550
chicken1_D42_maxbin.059.fasta.contigs.fa,87.3,11.24,0.0,1977726,2750
chicken1_D42_maxbin.062.fasta.contigs.fa,65.99,14.16,2.86,1639432,1800
chicken1_D42_metabat2.103.fa_sub.contigs.fa,11.11,0.0,0.0,296818,70409
chicken1_D42_metabat2.149.fa.contigs.fa,13.92,0.0,0.0,543300,67646
